user_id,employee_name,department,tool,license_type,monthly_cost_inr,logins_last_30d,active_days_last_30d,last_login_date,assigned_date,truly_unused
u-00721,Employee 721,Design,Figma,Premium,2080.0,89,28,2026-05-19,2024-03-11,0
u-00722,Employee 722,Marketing,Figma,Premium,2080.0,3,1,2026-04-20,2025-05-08,0
u-00722,Employee 722,Marketing,Zoom,Standard,1200.0,75,19,2026-05-20,2025-07-24,0
u-00723,Employee 723,Design,HubSpot,Standard,4500.0,3,1,2026-04-15,2023-12-28,0
u-00723,Employee 723,Design,Figma,Enterprise,3120.0,36,27,2026-05-21,2026-04-02,0
u-00723,Employee 723,Design,Jira,Standard,1500.0,75,20,2026-05-20,2023-12-13,0
u-00724,Employee 724,Design,Slack,Enterprise,1680.0,57,19,2026-05-20,2024-11-16,0
u-00725,Employee 725,Marketing,Notion,Premium,1440.0,79,18,2026-05-22,2024-04-20,0
u-00726,Employee 726,Engineering,Zoom,Premium,1920.0,75,14,2026-05-19,2025-05-28,0
u-00727,Employee 727,Design,Zoom,Standard,1200.0,73,11,2026-05-21,2026-01-14,0
u-00727,Employee 727,Design,Notion,Premium,1440.0,40,20,2026-05-19,2024-07-06,0
u-00728,Employee 728,Finance,Salesforce,Enterprise,28800.0,2,1,2026-05-07,2026-04-19,1
u-00728,Employee 728,Finance,Figma,Premium,2080.0,2,0,2026-04-30,2024-11-01,1
u-00729,Employee 729,Sales,GitHub,Enterprise,4320.0,1,1,2026-04-27,2024-11-13,1
u-00729,Employee 729,Sales,Jira,Standard,1500.0,84,20,2026-05-21,2024-07-27,0
u-00729,Employee 729,Sales,Notion,Standard,900.0,44,24,2026-05-20,2024-04-04,0
u-00730,Employee 730,Design,Figma,Enterprise,3120.0,47,17,2026-05-22,2025-11-28,0
u-00730,Employee 730,Design,HubSpot,Standard,4500.0,2,0,2026-04-25,2025-04-02,1
u-00731,Employee 731,Finance,Jira,Premium,2400.0,0,0,,2023-12-30,1
u-00731,Employee 731,Finance,HubSpot,Standard,4500.0,1,0,2026-04-25,2024-08-21,1
u-00732,Employee 732,Operations,Zoom,Standard,1200.0,3,1,2026-03-25,2025-06-29,0
u-00732,Employee 732,Operations,HubSpot,Standard,4500.0,34,28,2026-05-21,2025-07-19,0
u-00733,Employee 733,Finance,Slack,Enterprise,1680.0,63,12,2026-05-19,2025-08-10,0
u-00733,Employee 733,Finance,Salesforce,Enterprise,28800.0,38,18,2026-05-19,2025-12-01,0
u-00734,Employee 734,Design,Salesforce,Enterprise,28800.0,113,16,2026-05-19,2025-03-27,0
u-00734,Employee 734,Design,Slack,Enterprise,1680.0,82,10,2026-05-20,2024-10-23,0
u-00734,Employee 734,Design,Figma,Premium,2080.0,25,21,2026-05-20,2026-01-30,0
u-00734,Employee 734,Design,HubSpot,Standard,4500.0,1,0,2026-04-30,2025-12-02,1
u-00735,Employee 735,Engineering,Salesforce,Enterprise,28800.0,0,0,,2025-09-21,1
u-00735,Employee 735,Engineering,Jira,Standard,1500.0,0,0,,2024-08-13,1
u-00736,Employee 736,Sales,Jira,Standard,1500.0,2,1,2026-05-10,2026-03-23,1
u-00736,Employee 736,Sales,Notion,Enterprise,2160.0,58,18,2026-05-19,2025-01-16,0
u-00737,Employee 737,Sales,Figma,Enterprise,3120.0,50,21,2026-05-19,2025-01-15,0
u-00737,Employee 737,Sales,Jira,Enterprise,3600.0,0,0,,2025-03-28,1
u-00737,Employee 737,Sales,Slack,Standard,700.0,100,10,2026-05-20,2026-03-23,0
u-00738,Employee 738,Finance,Salesforce,Premium,19200.0,82,19,2026-05-22,2024-06-27,0
u-00739,Employee 739,Marketing,GitHub,Premium,2880.0,1,0,2026-05-02,2025-10-01,1
u-00739,Employee 739,Marketing,Slack,Standard,700.0,40,20,2026-05-22,2025-07-30,0
u-00739,Employee 739,Marketing,Notion,Premium,1440.0,90,17,2026-05-22,2025-01-18,0
u-00740,Employee 740,Operations,Notion,Standard,900.0,24,22,2026-05-20,2025-08-14,0
u-00741,Employee 741,Finance,GitHub,Standard,1800.0,103,25,2026-05-19,2025-10-28,0
u-00741,Employee 741,Finance,Slack,Standard,700.0,106,28,2026-05-22,2024-05-19,0
u-00742,Employee 742,Finance,Figma,Enterprise,3120.0,2,1,2026-05-07,2024-05-29,1
u-00743,Employee 743,HR,GitHub,Standard,1800.0,76,15,2026-05-20,2024-01-09,0
u-00744,Employee 744,Sales,Zoom,Standard,1200.0,73,21,2026-05-20,2024-11-30,0
u-00744,Employee 744,Sales,Notion,Premium,1440.0,76,18,2026-05-22,2024-07-26,0
u-00744,Employee 744,Sales,Figma,Enterprise,3120.0,71,27,2026-05-20,2024-11-18,0
u-00745,Employee 745,Design,HubSpot,Standard,4500.0,0,0,,2025-09-22,1
u-00746,Employee 746,Sales,Notion,Standard,900.0,19,14,2026-05-20,2025-06-03,0
u-00747,Employee 747,Design,Notion,Enterprise,2160.0,0,1,,2025-02-07,0
u-00747,Employee 747,Design,HubSpot,Standard,4500.0,100,22,2026-05-20,2025-01-28,0
u-00748,Employee 748,Design,Figma,Standard,1300.0,23,21,2026-05-19,2025-03-11,0
u-00748,Employee 748,Design,Slack,Premium,1120.0,43,26,2026-05-22,2024-04-17,0
u-00749,Employee 749,HR,Figma,Standard,1300.0,0,0,,2024-01-26,1
u-00749,Employee 749,HR,Slack,Standard,700.0,1,1,2026-04-17,2025-11-02,0
u-00750,Employee 750,Legal,Jira,Standard,1500.0,33,24,2026-05-20,2025-12-08,0
u-00750,Employee 750,Legal,Figma,Premium,2080.0,1,1,2026-05-09,2025-08-05,1
u-00751,Employee 751,Finance,GitHub,Standard,1800.0,101,17,2026-05-22,2026-02-01,0
u-00752,Employee 752,Marketing,HubSpot,Standard,4500.0,73,27,2026-05-19,2024-06-12,0
u-00753,Employee 753,Sales,Figma,Standard,1300.0,2,1,2026-04-26,2024-04-03,1
u-00753,Employee 753,Sales,Jira,Premium,2400.0,72,16,2026-05-19,2024-08-20,0
u-00754,Employee 754,Marketing,Figma,Standard,1300.0,35,13,2026-05-22,2024-01-05,0
u-00754,Employee 754,Marketing,Slack,Enterprise,1680.0,20,19,2026-05-19,2024-09-22,0
u-00754,Employee 754,Marketing,Zoom,Standard,1200.0,53,17,2026-05-22,2024-07-07,0
u-00755,Employee 755,Finance,Notion,Standard,900.0,51,20,2026-05-20,2025-04-16,0
u-00756,Employee 756,Engineering,HubSpot,Standard,4500.0,53,25,2026-05-22,2025-04-17,0
u-00757,Employee 757,Operations,Slack,Premium,1120.0,38,17,2026-05-21,2026-03-04,0
u-00758,Employee 758,Finance,Salesforce,Premium,19200.0,83,17,2026-05-22,2025-09-02,0
u-00758,Employee 758,Finance,Zoom,Standard,1200.0,29,24,2026-05-21,2025-01-07,0
u-00758,Employee 758,Finance,Jira,Standard,1500.0,57,23,2026-05-20,2024-03-27,0
u-00759,Employee 759,Sales,Slack,Standard,700.0,1,0,2026-04-23,2025-08-19,1
u-00760,Employee 760,Finance,Jira,Standard,1500.0,20,29,2026-05-20,2024-06-13,0
u-00761,Employee 761,Legal,Jira,Standard,1500.0,22,18,2026-05-22,2025-06-07,0
u-00761,Employee 761,Legal,Figma,Premium,2080.0,2,1,2026-05-02,2024-04-25,1
u-00762,Employee 762,Operations,GitHub,Standard,1800.0,2,1,2026-04-26,2026-02-28,1
u-00762,Employee 762,Operations,Salesforce,Premium,19200.0,36,29,2026-05-21,2025-09-09,0
u-00763,Employee 763,Finance,Jira,Enterprise,3600.0,48,23,2026-05-22,2025-04-26,0
u-00763,Employee 763,Finance,Notion,Premium,1440.0,4,4,2026-05-18,2024-09-23,1
u-00763,Employee 763,Finance,Salesforce,Standard,12000.0,1,0,2026-04-26,2024-08-28,1
u-00764,Employee 764,Legal,Jira,Standard,1500.0,43,29,2026-05-20,2025-11-09,0
u-00764,Employee 764,Legal,Notion,Enterprise,2160.0,1,1,2026-05-07,2025-07-22,1
u-00764,Employee 764,Legal,GitHub,Enterprise,4320.0,109,27,2026-05-20,2024-10-20,0
u-00764,Employee 764,Legal,Slack,Premium,1120.0,72,11,2026-05-22,2025-07-05,0
u-00765,Employee 765,Design,Jira,Standard,1500.0,102,28,2026-05-21,2025-03-31,0
u-00765,Employee 765,Design,GitHub,Standard,1800.0,38,22,2026-05-19,2025-08-27,0
u-00766,Employee 766,Operations,GitHub,Standard,1800.0,2,1,2026-05-09,2023-12-11,1
u-00767,Employee 767,Design,HubSpot,Standard,4500.0,0,0,,2023-12-24,1
u-00768,Employee 768,Operations,GitHub,Premium,2880.0,1,1,2026-03-24,2026-04-01,0
u-00768,Employee 768,Operations,Zoom,Standard,1200.0,81,29,2026-05-21,2024-02-24,0
u-00769,Employee 769,Operations,HubSpot,Standard,4500.0,0,0,,2024-09-22,1
u-00769,Employee 769,Operations,Jira,Enterprise,3600.0,116,20,2026-05-20,2026-01-10,0
u-00770,Employee 770,Engineering,HubSpot,Premium,7200.0,1,0,2026-04-26,2024-03-10,1
u-00771,Employee 771,Operations,Jira,Enterprise,3600.0,86,15,2026-05-20,2024-04-17,0
u-00771,Employee 771,Operations,Zoom,Premium,1920.0,96,22,2026-05-20,2025-03-29,0
u-00772,Employee 772,Operations,Figma,Enterprise,3120.0,15,23,2026-05-22,2025-04-15,0
u-00773,Employee 773,Sales,Jira,Premium,2400.0,2,0,2026-05-10,2026-03-31,1
u-00773,Employee 773,Sales,Notion,Standard,900.0,38,25,2026-05-20,2025-08-16,0
u-00773,Employee 773,Sales,Slack,Premium,1120.0,87,28,2026-05-21,2025-09-25,0
u-00774,Employee 774,Sales,GitHub,Standard,1800.0,4,4,2026-05-19,2024-12-18,1
u-00774,Employee 774,Sales,HubSpot,Standard,4500.0,73,12,2026-05-22,2025-03-05,0
u-00775,Employee 775,Design,GitHub,Enterprise,4320.0,0,0,,2024-12-10,1
u-00776,Employee 776,Marketing,Jira,Enterprise,3600.0,2,0,2026-05-09,2026-03-25,1
u-00776,Employee 776,Marketing,Zoom,Standard,1200.0,3,0,2026-04-07,2024-04-22,0
u-00777,Employee 777,Finance,Figma,Standard,1300.0,35,25,2026-05-20,2025-04-13,0
u-00777,Employee 777,Finance,GitHub,Standard,1800.0,2,0,2026-05-02,2024-10-07,1
u-00778,Employee 778,Finance,HubSpot,Enterprise,10800.0,116,10,2026-05-20,2026-03-31,0
u-00778,Employee 778,Finance,GitHub,Standard,1800.0,1,0,2026-05-02,2024-04-14,1
u-00778,Employee 778,Finance,Notion,Standard,900.0,67,19,2026-05-22,2024-11-06,0
u-00778,Employee 778,Finance,Zoom,Standard,1200.0,84,13,2026-05-21,2024-06-15,0
u-00779,Employee 779,HR,HubSpot,Premium,7200.0,31,15,2026-05-19,2025-05-14,0
u-00779,Employee 779,HR,Notion,Premium,1440.0,97,26,2026-05-22,2024-06-07,0
u-00780,Employee 780,Legal,HubSpot,Enterprise,10800.0,85,27,2026-05-21,2026-03-14,0
u-00780,Employee 780,Legal,Slack,Premium,1120.0,1,1,2026-05-07,2026-04-01,1
u-00780,Employee 780,Legal,Notion,Standard,900.0,72,24,2026-05-20,2025-07-21,0
u-00781,Employee 781,Operations,Zoom,Standard,1200.0,0,0,,2025-06-02,0
u-00782,Employee 782,Marketing,HubSpot,Standard,4500.0,105,13,2026-05-20,2024-01-31,0
u-00783,Employee 783,Marketing,Salesforce,Standard,12000.0,32,29,2026-05-22,2025-05-21,0
u-00784,Employee 784,Sales,Slack,Standard,700.0,18,15,2026-05-19,2024-06-07,0
u-00784,Employee 784,Sales,Figma,Standard,1300.0,69,23,2026-05-21,2025-01-12,0
u-00785,Employee 785,Sales,Salesforce,Premium,19200.0,2,1,2026-04-07,2025-08-18,0
u-00786,Employee 786,Design,Zoom,Standard,1200.0,27,23,2026-05-19,2025-09-26,0
u-00787,Employee 787,Finance,Slack,Standard,700.0,16,21,2026-05-20,2024-08-25,0
u-00788,Employee 788,Marketing,Salesforce,Premium,19200.0,74,19,2026-05-19,2025-12-14,0
u-00788,Employee 788,Marketing,Slack,Standard,700.0,32,18,2026-05-22,2025-05-16,0
u-00789,Employee 789,Legal,Notion,Standard,900.0,3,4,2026-05-20,2025-07-05,1
u-00789,Employee 789,Legal,Salesforce,Enterprise,28800.0,31,23,2026-05-22,2024-08-09,0
u-00789,Employee 789,Legal,GitHub,Enterprise,4320.0,85,16,2026-05-21,2024-01-11,0
u-00789,Employee 789,Legal,HubSpot,Premium,7200.0,61,14,2026-05-20,2024-08-20,0
u-00790,Employee 790,Legal,HubSpot,Premium,7200.0,95,10,2026-05-19,2025-12-31,0
u-00790,Employee 790,Legal,Salesforce,Enterprise,28800.0,1,0,2026-05-12,2024-09-18,1
u-00791,Employee 791,Sales,Figma,Premium,2080.0,36,23,2026-05-19,2024-03-18,0
u-00791,Employee 791,Sales,Salesforce,Standard,12000.0,24,23,2026-05-19,2024-09-23,0
u-00791,Employee 791,Sales,HubSpot,Standard,4500.0,31,28,2026-05-20,2025-09-09,0
u-00791,Employee 791,Sales,GitHub,Standard,1800.0,112,16,2026-05-21,2026-02-02,0
u-00792,Employee 792,HR,GitHub,Premium,2880.0,2,0,2026-05-06,2025-01-25,1
u-00792,Employee 792,HR,Salesforce,Standard,12000.0,5,3,2026-05-13,2025-03-07,1
u-00792,Employee 792,HR,HubSpot,Enterprise,10800.0,59,17,2026-05-20,2025-08-10,0
u-00793,Employee 793,Design,Zoom,Premium,1920.0,1,1,2026-04-28,2025-09-04,1
u-00793,Employee 793,Design,Salesforce,Standard,12000.0,59,12,2026-05-20,2026-01-28,0
u-00794,Employee 794,Engineering,Zoom,Standard,1200.0,70,28,2026-05-19,2026-02-04,0
u-00794,Employee 794,Engineering,Slack,Standard,700.0,83,22,2026-05-19,2025-12-05,0
u-00795,Employee 795,Finance,GitHub,Premium,2880.0,54,19,2026-05-20,2024-03-05,0
u-00796,Employee 796,Operations,GitHub,Standard,1800.0,0,0,,2026-03-21,1
u-00797,Employee 797,Design,Slack,Standard,700.0,0,0,,2025-09-14,1
u-00797,Employee 797,Design,Zoom,Standard,1200.0,83,12,2026-05-21,2024-02-11,0
u-00798,Employee 798,Design,HubSpot,Standard,4500.0,116,16,2026-05-19,2025-01-22,0
u-00798,Employee 798,Design,GitHub,Standard,1800.0,1,1,2026-05-05,2025-09-13,1
u-00798,Employee 798,Design,Slack,Premium,1120.0,15,26,2026-05-20,2024-03-13,0
u-00799,Employee 799,Finance,GitHub,Enterprise,4320.0,2,1,2026-04-18,2025-09-15,0
u-00800,Employee 800,Engineering,Salesforce,Standard,12000.0,54,22,2026-05-20,2024-07-16,0
u-00800,Employee 800,Engineering,HubSpot,Standard,4500.0,1,0,2026-05-03,2025-10-04,1
u-00801,Employee 801,Design,Figma,Standard,1300.0,2,0,2026-05-02,2025-03-19,1
u-00801,Employee 801,Design,Jira,Enterprise,3600.0,1,0,2026-05-04,2024-11-22,1
u-00801,Employee 801,Design,GitHub,Standard,1800.0,4,2,2026-05-13,2026-04-15,1
u-00802,Employee 802,Legal,Salesforce,Premium,19200.0,65,26,2026-05-20,2024-06-10,0
u-00803,Employee 803,Sales,Zoom,Premium,1920.0,74,18,2026-05-22,2026-04-18,0
u-00804,Employee 804,Engineering,HubSpot,Standard,4500.0,21,15,2026-05-21,2024-10-24,0
u-00805,Employee 805,Design,Notion,Standard,900.0,0,1,,2025-03-16,0
u-00806,Employee 806,Engineering,Salesforce,Premium,19200.0,23,25,2026-05-20,2024-03-31,0
u-00806,Employee 806,Engineering,Slack,Standard,700.0,22,15,2026-05-21,2024-12-14,0
u-00807,Employee 807,Finance,HubSpot,Standard,4500.0,61,22,2026-05-20,2026-02-24,0
u-00807,Employee 807,Finance,Zoom,Enterprise,2880.0,62,17,2026-05-20,2024-09-10,0
u-00808,Employee 808,Sales,Slack,Enterprise,1680.0,68,21,2026-05-22,2024-02-18,0
u-00808,Employee 808,Sales,Notion,Standard,900.0,109,26,2026-05-20,2024-01-20,0
u-00809,Employee 809,HR,Salesforce,Premium,19200.0,0,0,,2024-05-04,1
u-00810,Employee 810,Marketing,Notion,Premium,1440.0,23,23,2026-05-22,2025-03-21,0
u-00811,Employee 811,Sales,Jira,Standard,1500.0,2,0,2026-04-27,2026-02-13,0
u-00811,Employee 811,Sales,GitHub,Enterprise,4320.0,19,25,2026-05-21,2025-03-24,0
u-00812,Employee 812,Marketing,Figma,Standard,1300.0,22,18,2026-05-19,2024-04-24,0
u-00812,Employee 812,Marketing,Salesforce,Premium,19200.0,65,15,2026-05-19,2024-12-16,0
u-00813,Employee 813,HR,Zoom,Standard,1200.0,0,0,,2026-01-09,1
u-00813,Employee 813,HR,GitHub,Standard,1800.0,0,0,,2025-06-23,1
u-00813,Employee 813,HR,Slack,Premium,1120.0,67,16,2026-05-22,2025-09-07,0
u-00814,Employee 814,Design,Notion,Standard,900.0,0,1,,2024-06-10,0
u-00815,Employee 815,Design,Zoom,Enterprise,2880.0,64,11,2026-05-20,2024-12-29,0
u-00816,Employee 816,Engineering,Notion,Standard,900.0,87,24,2026-05-21,2024-03-14,0
u-00816,Employee 816,Engineering,Salesforce,Standard,12000.0,68,20,2026-05-22,2025-08-10,0
u-00817,Employee 817,Engineering,Figma,Standard,1300.0,18,11,2026-05-22,2024-03-08,0
u-00818,Employee 818,Finance,Slack,Standard,700.0,0,0,,2025-08-26,0
u-00818,Employee 818,Finance,Zoom,Premium,1920.0,33,21,2026-05-21,2025-03-23,0
u-00819,Employee 819,Design,Notion,Standard,900.0,22,16,2026-05-20,2025-12-16,0
u-00819,Employee 819,Design,Salesforce,Standard,12000.0,0,0,,2024-03-18,1
u-00820,Employee 820,HR,HubSpot,Standard,4500.0,1,1,2026-05-03,2025-11-03,1
u-00820,Employee 820,HR,Jira,Premium,2400.0,0,0,,2025-03-27,1
u-00820,Employee 820,HR,Slack,Premium,1120.0,107,10,2026-05-21,2024-02-03,0
u-00821,Employee 821,Operations,Figma,Standard,1300.0,80,26,2026-05-21,2026-04-21,0
u-00821,Employee 821,Operations,Jira,Standard,1500.0,79,17,2026-05-22,2025-11-22,0
u-00821,Employee 821,Operations,Slack,Enterprise,1680.0,2,1,2026-05-12,2024-03-04,1
u-00822,Employee 822,Design,Slack,Enterprise,1680.0,29,17,2026-05-21,2024-01-12,0
u-00822,Employee 822,Design,Figma,Enterprise,3120.0,53,21,2026-05-19,2025-11-09,0
u-00823,Employee 823,HR,Jira,Enterprise,3600.0,1,0,2026-04-11,2024-02-09,0
u-00824,Employee 824,Engineering,Slack,Standard,700.0,2,1,2026-04-24,2025-10-19,0
u-00824,Employee 824,Engineering,Zoom,Standard,1200.0,2,1,2026-05-02,2024-07-29,1
u-00825,Employee 825,Marketing,Figma,Standard,1300.0,0,1,,2025-04-30,0
u-00825,Employee 825,Marketing,Notion,Premium,1440.0,44,16,2026-05-21,2024-08-03,0
u-00825,Employee 825,Marketing,HubSpot,Premium,7200.0,108,11,2026-05-22,2025-05-03,0
u-00826,Employee 826,Marketing,Figma,Premium,2080.0,1,1,2026-05-08,2025-09-23,1
u-00827,Employee 827,Operations,Notion,Premium,1440.0,31,26,2026-05-21,2025-06-08,0
u-00827,Employee 827,Operations,Salesforce,Standard,12000.0,90,14,2026-05-20,2025-05-05,0
u-00827,Employee 827,Operations,Figma,Standard,1300.0,108,29,2026-05-21,2026-02-03,0
u-00828,Employee 828,Sales,GitHub,Premium,2880.0,34,25,2026-05-21,2024-09-23,0
u-00828,Employee 828,Sales,Jira,Standard,1500.0,72,23,2026-05-22,2024-08-27,0
u-00829,Employee 829,Operations,GitHub,Premium,2880.0,112,29,2026-05-20,2026-02-12,0
u-00829,Employee 829,Operations,Salesforce,Standard,12000.0,1,0,2026-04-07,2024-01-23,0
u-00830,Employee 830,Marketing,Slack,Standard,700.0,75,27,2026-05-21,2024-05-22,0
u-00831,Employee 831,Marketing,Figma,Premium,2080.0,105,14,2026-05-22,2026-03-31,0
u-00831,Employee 831,Marketing,Jira,Standard,1500.0,2,0,2026-05-04,2023-12-26,1
u-00832,Employee 832,Design,Slack,Premium,1120.0,1,0,2026-04-24,2024-12-28,1
u-00832,Employee 832,Design,Salesforce,Standard,12000.0,50,24,2026-05-19,2024-08-11,0
u-00833,Employee 833,Engineering,Notion,Standard,900.0,84,22,2026-05-22,2024-08-07,0
u-00833,Employee 833,Engineering,GitHub,Standard,1800.0,118,17,2026-05-19,2025-12-16,0
u-00834,Employee 834,Engineering,Notion,Premium,1440.0,32,24,2026-05-21,2026-02-13,0
u-00835,Employee 835,Design,Salesforce,Standard,12000.0,0,0,,2024-05-31,1
u-00835,Employee 835,Design,Zoom,Standard,1200.0,112,16,2026-05-22,2025-01-17,0
u-00836,Employee 836,Design,Figma,Enterprise,3120.0,2,1,2026-04-29,2024-04-02,1
u-00836,Employee 836,Design,HubSpot,Enterprise,10800.0,0,0,,2025-07-31,1
u-00837,Employee 837,Engineering,Jira,Standard,1500.0,54,26,2026-05-22,2024-08-23,0
u-00837,Employee 837,Engineering,GitHub,Standard,1800.0,68,12,2026-05-22,2025-09-17,0
u-00837,Employee 837,Engineering,Figma,Standard,1300.0,46,22,2026-05-20,2024-09-01,0
u-00838,Employee 838,Marketing,Figma,Standard,1300.0,3,1,2026-04-04,2024-07-10,0
u-00839,Employee 839,Marketing,Zoom,Standard,1200.0,69,10,2026-05-22,2024-01-06,0
u-00840,Employee 840,HR,GitHub,Premium,2880.0,0,0,,2024-01-08,1
u-00840,Employee 840,HR,Zoom,Premium,1920.0,19,28,2026-05-21,2024-11-04,0
u-00841,Employee 841,Legal,Zoom,Enterprise,2880.0,112,26,2026-05-21,2024-09-28,0
u-00841,Employee 841,Legal,Salesforce,Standard,12000.0,56,24,2026-05-20,2025-03-27,0
u-00841,Employee 841,Legal,Slack,Standard,700.0,2,0,2026-05-01,2025-03-31,0
u-00842,Employee 842,Design,GitHub,Premium,2880.0,2,1,2026-05-11,2025-01-29,1
u-00842,Employee 842,Design,Jira,Standard,1500.0,0,0,,2025-11-30,1
u-00843,Employee 843,HR,HubSpot,Standard,4500.0,88,21,2026-05-19,2023-12-21,0
u-00843,Employee 843,HR,Figma,Premium,2080.0,25,14,2026-05-19,2025-12-24,0
u-00843,Employee 843,HR,Salesforce,Standard,12000.0,7,3,2026-05-10,2025-08-19,1
u-00843,Employee 843,HR,Zoom,Standard,1200.0,0,0,,2024-09-08,0
u-00844,Employee 844,HR,Jira,Standard,1500.0,28,18,2026-05-22,2025-01-26,0
u-00845,Employee 845,Legal,Jira,Standard,1500.0,44,22,2026-05-22,2025-10-29,0
u-00846,Employee 846,Legal,Slack,Standard,700.0,2,0,2026-04-25,2025-11-20,0
u-00847,Employee 847,Marketing,GitHub,Premium,2880.0,105,19,2026-05-22,2024-05-28,0
u-00847,Employee 847,Marketing,Salesforce,Standard,12000.0,2,1,2026-04-30,2024-03-15,1
u-00847,Employee 847,Marketing,Jira,Standard,1500.0,0,1,,2026-02-09,0
u-00848,Employee 848,Operations,Figma,Enterprise,3120.0,2,0,2026-04-30,2024-04-07,1
u-00848,Employee 848,Operations,HubSpot,Premium,7200.0,76,23,2026-05-19,2025-06-20,0
u-00848,Employee 848,Operations,Zoom,Premium,1920.0,80,21,2026-05-21,2024-06-15,0
u-00848,Employee 848,Operations,Jira,Standard,1500.0,95,18,2026-05-19,2024-08-24,0
u-00849,Employee 849,Operations,Figma,Enterprise,3120.0,43,24,2026-05-20,2025-07-28,0
u-00849,Employee 849,Operations,HubSpot,Enterprise,10800.0,2,0,2026-04-23,2024-07-26,0
u-00850,Employee 850,Marketing,GitHub,Enterprise,4320.0,2,1,2026-05-04,2024-12-16,1
u-00850,Employee 850,Marketing,Zoom,Premium,1920.0,0,1,,2024-02-04,0
u-00850,Employee 850,Marketing,HubSpot,Standard,4500.0,81,10,2026-05-21,2025-11-17,0
u-00851,Employee 851,Finance,HubSpot,Standard,4500.0,0,0,,2025-04-19,1
u-00852,Employee 852,Operations,Zoom,Standard,1200.0,37,24,2026-05-22,2025-02-11,0
u-00852,Employee 852,Operations,Jira,Standard,1500.0,44,19,2026-05-22,2025-02-12,0
u-00852,Employee 852,Operations,HubSpot,Premium,7200.0,65,19,2026-05-20,2025-05-27,0
u-00852,Employee 852,Operations,Notion,Standard,900.0,100,15,2026-05-19,2024-09-30,0
u-00853,Employee 853,Legal,Jira,Premium,2400.0,78,27,2026-05-20,2025-08-30,0
u-00854,Employee 854,Operations,Figma,Standard,1300.0,74,17,2026-05-20,2025-12-29,0
u-00855,Employee 855,HR,Figma,Standard,1300.0,1,1,2026-04-18,2025-12-21,0
u-00855,Employee 855,HR,Zoom,Standard,1200.0,0,0,,2025-05-18,0
u-00856,Employee 856,Engineering,Jira,Standard,1500.0,97,28,2026-05-20,2024-12-30,0
u-00856,Employee 856,Engineering,GitHub,Standard,1800.0,83,29,2026-05-21,2025-06-06,0
u-00857,Employee 857,Marketing,Salesforce,Standard,12000.0,64,15,2026-05-19,2025-07-25,0
u-00858,Employee 858,Legal,Jira,Standard,1500.0,3,3,2026-05-17,2024-05-13,1
u-00858,Employee 858,Legal,HubSpot,Enterprise,10800.0,1,0,2026-05-04,2026-02-17,1
u-00859,Employee 859,HR,Slack,Standard,700.0,95,12,2026-05-21,2024-10-27,0
u-00860,Employee 860,Design,HubSpot,Enterprise,10800.0,1,1,2026-04-28,2025-06-26,1
u-00860,Employee 860,Design,Slack,Premium,1120.0,40,14,2026-05-21,2024-03-06,0
u-00861,Employee 861,HR,Jira,Standard,1500.0,0,0,,2025-07-28,1
u-00861,Employee 861,HR,Zoom,Premium,1920.0,101,28,2026-05-19,2024-07-06,0
u-00862,Employee 862,Marketing,Figma,Premium,2080.0,0,0,,2025-11-18,1
u-00863,Employee 863,Design,Slack,Standard,700.0,97,21,2026-05-19,2026-04-15,0
u-00863,Employee 863,Design,Jira,Standard,1500.0,1,0,2026-04-29,2025-09-16,1
u-00863,Employee 863,Design,GitHub,Enterprise,4320.0,1,0,2026-05-01,2026-02-23,1
u-00863,Employee 863,Design,Figma,Premium,2080.0,36,13,2026-05-21,2024-10-02,0
u-00864,Employee 864,Design,Figma,Enterprise,3120.0,102,11,2026-05-20,2024-01-07,0
u-00864,Employee 864,Design,GitHub,Standard,1800.0,114,19,2026-05-19,2024-01-01,0
u-00865,Employee 865,Sales,Notion,Standard,900.0,21,24,2026-05-19,2024-06-11,0
u-00865,Employee 865,Sales,HubSpot,Standard,4500.0,73,25,2026-05-21,2024-05-03,0
u-00866,Employee 866,Engineering,Slack,Standard,700.0,112,11,2026-05-21,2024-03-09,0
u-00866,Employee 866,Engineering,Figma,Standard,1300.0,42,26,2026-05-21,2025-07-29,0
u-00866,Employee 866,Engineering,HubSpot,Standard,4500.0,1,1,2026-05-02,2025-11-18,0
u-00867,Employee 867,Operations,Zoom,Standard,1200.0,63,13,2026-05-21,2025-07-23,0
u-00867,Employee 867,Operations,Notion,Standard,900.0,64,22,2026-05-20,2024-11-13,0
u-00867,Employee 867,Operations,GitHub,Standard,1800.0,110,14,2026-05-19,2025-01-28,0
u-00868,Employee 868,Sales,Figma,Standard,1300.0,60,27,2026-05-20,2024-03-28,0
u-00869,Employee 869,Operations,Figma,Premium,2080.0,27,23,2026-05-20,2025-04-02,0
u-00869,Employee 869,Operations,Salesforce,Standard,12000.0,58,28,2026-05-21,2025-12-19,0
u-00870,Employee 870,Sales,Slack,Premium,1120.0,2,0,2026-05-04,2024-04-29,1
u-00871,Employee 871,HR,Jira,Enterprise,3600.0,63,24,2026-05-21,2023-12-08,0
u-00871,Employee 871,HR,GitHub,Enterprise,4320.0,116,17,2026-05-19,2024-01-11,0
u-00871,Employee 871,HR,Notion,Premium,1440.0,20,10,2026-05-22,2024-02-13,0
u-00872,Employee 872,Finance,HubSpot,Premium,7200.0,1,1,2026-04-30,2024-07-28,1
