date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_inr
2026-04-14,i-dev-001,t3.medium,ap-south-1,dev,1.25,1.64,24,96.0
2026-04-22,i-dev-002,t3.medium,ap-south-1,dev,0.82,3.03,24,96.0
2026-02-19,i-prod-003,m5.xlarge,us-east-1,prod,66.78,76.91,24,432.0
2026-04-17,i-prod-002,m5.xlarge,ap-south-1,prod,67.68,75.23,24,432.0
2026-03-06,i-dev-004,t3.medium,eu-west-1,dev,40.52,53.62,10,40.0
2026-02-24,i-test-002,t3.medium,us-east-1,test,37.23,54.5,10,40.0
2026-02-14,i-dev-003,t3.large,us-east-1,dev,5.95,8.53,24,192.0
2026-04-16,i-prod-002,m5.xlarge,ap-south-1,prod,31.75,49.31,24,432.0
2026-04-01,i-prod-002,m5.xlarge,ap-south-1,prod,66.5,81.04,24,432.0
2026-02-19,i-prod-006,m5.xlarge,us-east-1,prod,49.63,59.04,24,432.0
2026-04-06,i-prod-005,t3.large,ap-south-1,prod,61.72,78.98,24,192.0
2026-04-14,i-prod-002,m5.xlarge,ap-south-1,prod,38.77,57.13,24,432.0
2026-02-15,i-dev-002,t3.medium,ap-south-1,dev,2.67,7.21,24,96.0
2026-04-05,i-prod-003,m5.xlarge,us-east-1,prod,59.75,65.92,24,432.0
2026-04-03,i-test-002,t3.medium,us-east-1,test,65.12,77.26,10,40.0
2026-02-03,i-dev-004,t3.medium,eu-west-1,dev,40.09,55.77,10,40.0
2026-02-05,i-prod-005,t3.large,ap-south-1,prod,46.9,53.31,24,192.0
2026-03-18,i-prod-002,m5.xlarge,ap-south-1,prod,33.76,51.99,24,432.0
2026-02-01,i-prod-004,r5.xlarge,eu-west-1,prod,34.86,40.33,24,576.0
2026-04-08,i-dev-004,t3.medium,eu-west-1,dev,67.79,75.62,10,40.0
2026-02-28,i-test-002,t3.medium,us-east-1,test,63.42,74.8,4,16.0
2026-02-28,i-dev-003,t3.large,us-east-1,dev,4.25,5.85,24,192.0
2026-04-09,i-test-002,t3.medium,us-east-1,test,42.1,52.63,10,40.0
2026-04-02,i-test-001,t3.medium,ap-south-1,test,3.42,3.89,24,96.0
2026-03-29,i-prod-005,t3.large,ap-south-1,prod,49.52,68.17,24,192.0
2026-02-04,i-prod-003,m5.xlarge,us-east-1,prod,52.62,66.27,24,432.0
2026-02-04,i-dev-002,t3.medium,ap-south-1,dev,3.9,5.49,24,96.0
2026-04-04,i-test-002,t3.medium,us-east-1,test,43.63,53.51,4,16.0
2026-02-04,i-stag-002,t3.medium,us-east-1,staging,49.27,68.77,10,40.0
2026-03-01,i-stag-002,t3.medium,us-east-1,staging,38.14,55.96,4,16.0
2026-03-30,i-prod-004,r5.xlarge,eu-west-1,prod,57.35,66.78,24,576.0
2026-04-03,i-stag-002,t3.medium,us-east-1,staging,39.94,45.52,10,40.0
2026-02-28,i-prod-002,m5.xlarge,ap-south-1,prod,45.28,62.5,24,432.0
2026-03-13,i-ml-001,m5.2xlarge,ap-south-1,prod,34.02,91.47,24,864.0
2026-03-21,i-stag-001,t3.large,ap-south-1,staging,40.68,53.37,4,32.0
2026-04-12,i-ml-001,m5.2xlarge,ap-south-1,prod,41.37,96.77,24,864.0
2026-02-25,i-ml-001,m5.2xlarge,ap-south-1,prod,24.09,95.1,24,864.0
2026-04-21,i-test-002,t3.medium,us-east-1,test,60.48,73.97,10,40.0
2026-03-23,i-prod-001,m5.2xlarge,ap-south-1,prod,63.8,69.87,24,864.0
2026-04-17,i-prod-001,m5.2xlarge,ap-south-1,prod,61.73,73.56,24,864.0
2026-02-05,i-ml-001,m5.2xlarge,ap-south-1,prod,20.63,98.29,24,864.0
2026-03-11,i-dev-002,t3.medium,ap-south-1,dev,4.37,8.37,24,96.0
2026-04-25,i-prod-005,t3.large,ap-south-1,prod,35.34,54.35,24,192.0
2026-03-22,i-test-002,t3.medium,us-east-1,test,35.15,45.91,4,16.0
2026-02-03,i-prod-003,m5.xlarge,us-east-1,prod,66.77,80.1,24,432.0
2026-02-17,i-dev-004,t3.medium,eu-west-1,dev,73.25,80.48,10,40.0
2026-03-27,i-stag-002,t3.medium,us-east-1,staging,64.48,82.16,10,40.0
2026-02-14,i-test-002,t3.medium,us-east-1,test,45.7,64.64,4,16.0
2026-02-13,i-test-002,t3.medium,us-east-1,test,42.83,50.43,10,40.0
2026-02-08,i-dev-003,t3.large,us-east-1,dev,4.5,5.09,24,192.0
2026-04-25,i-prod-003,m5.xlarge,us-east-1,prod,66.38,83.73,24,432.0
2026-02-23,i-test-002,t3.medium,us-east-1,test,35.83,54.16,10,40.0
2026-02-06,i-test-002,t3.medium,us-east-1,test,33.18,47.81,10,40.0
2026-04-08,i-ml-001,m5.2xlarge,ap-south-1,prod,42.86,88.25,24,864.0
2026-02-15,i-dev-003,t3.large,us-east-1,dev,1.58,9.1,24,192.0
2026-04-27,i-test-002,t3.medium,us-east-1,test,40.42,58.44,10,40.0
2026-01-30,i-dev-002,t3.medium,ap-south-1,dev,2.56,5.52,24,96.0
2026-02-28,i-ml-001,m5.2xlarge,ap-south-1,prod,29.28,98.77,24,864.0
2026-02-16,i-prod-001,m5.2xlarge,ap-south-1,prod,55.65,72.08,24,864.0
2026-03-10,i-dev-001,t3.medium,ap-south-1,dev,3.86,4.06,24,96.0
2026-02-24,i-ml-001,m5.2xlarge,ap-south-1,prod,32.69,80.12,24,864.0
2026-03-24,i-stag-002,t3.medium,us-east-1,staging,46.41,54.68,10,40.0
2026-04-13,i-prod-006,m5.xlarge,us-east-1,prod,49.51,69.46,24,432.0
2026-03-08,i-prod-003,m5.xlarge,us-east-1,prod,69.51,87.53,24,432.0
2026-03-01,i-dev-003,t3.large,us-east-1,dev,1.82,4.95,24,192.0
2026-04-24,i-prod-002,m5.xlarge,ap-south-1,prod,67.19,84.21,24,432.0
2026-02-08,i-dev-002,t3.medium,ap-south-1,dev,2.97,3.48,24,96.0
2026-03-04,i-stag-001,t3.large,ap-south-1,staging,45.36,56.06,10,80.0
2026-04-24,i-prod-005,t3.large,ap-south-1,prod,56.77,72.85,24,192.0
2026-03-06,i-ml-001,m5.2xlarge,ap-south-1,prod,36.55,90.6,24,864.0
2026-02-10,i-test-001,t3.medium,ap-south-1,test,4.5,9.48,24,96.0
2026-04-28,i-prod-001,m5.2xlarge,ap-south-1,prod,55.83,66.72,24,864.0
2026-03-17,i-stag-002,t3.medium,us-east-1,staging,73.4,81.46,10,40.0
2026-04-07,i-dev-003,t3.large,us-east-1,dev,4.52,7.9,24,192.0
2026-04-05,i-test-002,t3.medium,us-east-1,test,68.54,84.06,4,16.0
2026-03-25,i-prod-001,m5.2xlarge,ap-south-1,prod,57.13,74.53,24,864.0
2026-04-18,i-dev-002,t3.medium,ap-south-1,dev,1.92,5.29,24,96.0
2026-03-07,i-dev-004,t3.medium,eu-west-1,dev,46.21,52.52,4,16.0
2026-01-30,i-stag-002,t3.medium,us-east-1,staging,36.28,45.66,10,40.0
2026-04-26,i-prod-001,m5.2xlarge,ap-south-1,prod,47.79,55.51,24,864.0
2026-03-15,i-stag-002,t3.medium,us-east-1,staging,41.11,59.71,4,16.0
2026-04-25,i-prod-006,m5.xlarge,us-east-1,prod,53.92,59.41,24,432.0
2026-02-22,i-test-001,t3.medium,ap-south-1,test,1.43,1.64,24,96.0
2026-02-20,i-ml-001,m5.2xlarge,ap-south-1,prod,30.87,84.68,24,864.0
2026-03-31,i-stag-001,t3.large,ap-south-1,staging,68.12,73.47,10,80.0
2026-04-10,i-prod-003,m5.xlarge,us-east-1,prod,72.13,78.09,24,432.0
2026-04-05,i-prod-002,m5.xlarge,ap-south-1,prod,63.94,74.84,24,432.0
2026-02-16,i-prod-004,r5.xlarge,eu-west-1,prod,65.88,73.13,24,576.0
2026-04-11,i-test-002,t3.medium,us-east-1,test,47.6,56.11,4,16.0
2026-02-23,i-test-001,t3.medium,ap-south-1,test,0.87,5.25,24,96.0
2026-04-06,i-dev-002,t3.medium,ap-south-1,dev,1.74,3.19,24,96.0
2026-04-08,i-test-002,t3.medium,us-east-1,test,49.51,55.9,10,40.0
2026-02-08,i-stag-002,t3.medium,us-east-1,staging,49.87,68.18,4,16.0
2026-03-06,i-prod-001,m5.2xlarge,ap-south-1,prod,34.31,39.66,24,864.0
2026-04-09,i-dev-001,t3.medium,ap-south-1,dev,3.85,7.88,24,96.0
2026-03-27,i-prod-004,r5.xlarge,eu-west-1,prod,74.9,90.05,24,576.0
2026-04-04,i-dev-002,t3.medium,ap-south-1,dev,1.4,2.93,24,96.0
2026-04-26,i-test-001,t3.medium,ap-south-1,test,2.56,4.1,24,96.0
2026-02-28,i-prod-006,m5.xlarge,us-east-1,prod,41.12,48.51,24,432.0
2026-03-06,i-stag-001,t3.large,ap-south-1,staging,34.68,50.55,10,80.0
2026-04-02,i-dev-004,t3.medium,eu-west-1,dev,39.99,49.82,10,40.0
2026-02-14,i-prod-002,m5.xlarge,ap-south-1,prod,73.63,91.61,24,432.0
2026-04-15,i-stag-001,t3.large,ap-south-1,staging,44.64,63.15,10,80.0
2026-02-14,i-prod-004,r5.xlarge,eu-west-1,prod,71.82,85.17,24,576.0
2026-04-19,i-prod-004,r5.xlarge,eu-west-1,prod,50.63,66.5,24,576.0
2026-02-13,i-prod-003,m5.xlarge,us-east-1,prod,53.97,62.6,24,432.0
2026-02-04,i-prod-005,t3.large,ap-south-1,prod,31.09,45.78,24,192.0
2026-02-08,i-test-002,t3.medium,us-east-1,test,66.58,85.78,4,16.0
2026-04-18,i-prod-003,m5.xlarge,us-east-1,prod,33.83,44.61,24,432.0
2026-03-15,i-dev-004,t3.medium,eu-west-1,dev,36.27,49.25,4,16.0
2026-04-21,i-dev-004,t3.medium,eu-west-1,dev,66.07,76.95,10,40.0
2026-03-31,i-dev-002,t3.medium,ap-south-1,dev,1.41,2.65,24,96.0
2026-04-02,i-prod-003,m5.xlarge,us-east-1,prod,33.29,47.62,24,432.0
2026-02-07,i-test-002,t3.medium,us-east-1,test,63.95,70.5,4,16.0
2026-04-07,i-prod-004,r5.xlarge,eu-west-1,prod,32.55,43.16,24,576.0
2026-02-26,i-prod-004,r5.xlarge,eu-west-1,prod,48.89,63.47,24,576.0
2026-03-28,i-stag-001,t3.large,ap-south-1,staging,50.22,64.01,4,32.0
2026-03-04,i-test-001,t3.medium,ap-south-1,test,4.24,6.0,24,96.0
2026-04-12,i-prod-005,t3.large,ap-south-1,prod,57.25,64.01,24,192.0
2026-03-04,i-dev-002,t3.medium,ap-south-1,dev,4.32,4.41,24,96.0
2026-03-28,i-dev-003,t3.large,us-east-1,dev,4.88,7.05,24,192.0
2026-02-22,i-prod-003,m5.xlarge,us-east-1,prod,65.58,75.36,24,432.0
2026-02-24,i-dev-004,t3.medium,eu-west-1,dev,69.23,74.67,10,40.0
2026-01-30,i-prod-001,m5.2xlarge,ap-south-1,prod,46.85,66.12,24,864.0
2026-02-23,i-prod-001,m5.2xlarge,ap-south-1,prod,65.39,71.73,24,864.0
2026-04-26,i-prod-006,m5.xlarge,us-east-1,prod,72.04,90.79,24,432.0
2026-03-02,i-dev-003,t3.large,us-east-1,dev,5.83,5.87,24,192.0
2026-04-18,i-prod-004,r5.xlarge,eu-west-1,prod,39.49,47.93,24,576.0
2026-04-06,i-dev-004,t3.medium,eu-west-1,dev,58.12,71.7,10,40.0
2026-04-26,i-dev-001,t3.medium,ap-south-1,dev,3.43,7.55,24,96.0
2026-04-10,i-prod-004,r5.xlarge,eu-west-1,prod,43.16,54.82,24,576.0
2026-03-31,i-prod-001,m5.2xlarge,ap-south-1,prod,53.46,73.1,24,864.0
2026-03-24,i-prod-004,r5.xlarge,eu-west-1,prod,70.05,80.24,24,576.0
2026-02-10,i-stag-002,t3.medium,us-east-1,staging,46.94,64.1,10,40.0
2026-03-01,i-prod-001,m5.2xlarge,ap-south-1,prod,69.02,82.7,24,864.0
2026-02-07,i-prod-006,m5.xlarge,us-east-1,prod,44.35,62.03,24,432.0
2026-04-26,i-ml-001,m5.2xlarge,ap-south-1,prod,20.16,98.59,24,864.0
2026-03-06,i-prod-006,m5.xlarge,us-east-1,prod,61.16,81.03,24,432.0
2026-03-18,i-dev-001,t3.medium,ap-south-1,dev,3.93,8.03,24,96.0
2026-02-05,i-prod-001,m5.2xlarge,ap-south-1,prod,66.42,83.57,24,864.0
2026-04-28,i-prod-005,t3.large,ap-south-1,prod,42.39,58.03,24,192.0
2026-02-11,i-prod-002,m5.xlarge,ap-south-1,prod,60.23,74.5,24,432.0
2026-03-27,i-prod-005,t3.large,ap-south-1,prod,43.26,48.47,24,192.0
2026-02-26,i-dev-002,t3.medium,ap-south-1,dev,3.58,7.81,24,96.0
2026-02-15,i-dev-004,t3.medium,eu-west-1,dev,45.07,52.16,4,16.0
2026-02-03,i-dev-002,t3.medium,ap-south-1,dev,3.15,3.18,24,96.0
2026-02-07,i-dev-004,t3.medium,eu-west-1,dev,64.94,75.05,4,16.0
2026-02-19,i-prod-001,m5.2xlarge,ap-south-1,prod,39.35,44.75,24,864.0
2026-03-28,i-prod-003,m5.xlarge,us-east-1,prod,70.77,80.6,24,432.0
2026-02-20,i-dev-004,t3.medium,eu-west-1,dev,52.34,66.29,10,40.0
2026-04-29,i-prod-004,r5.xlarge,eu-west-1,prod,58.87,67.77,24,576.0
2026-04-07,i-test-002,t3.medium,us-east-1,test,59.55,79.08,10,40.0
2026-03-04,i-prod-005,t3.large,ap-south-1,prod,50.86,61.55,24,192.0
2026-04-01,i-dev-004,t3.medium,eu-west-1,dev,50.05,58.19,10,40.0
2026-02-23,i-prod-005,t3.large,ap-south-1,prod,57.35,70.04,24,192.0
2026-03-04,i-prod-001,m5.2xlarge,ap-south-1,prod,46.49,57.43,24,864.0
2026-04-24,i-ml-001,m5.2xlarge,ap-south-1,prod,40.14,86.24,24,864.0
2026-02-21,i-dev-001,t3.medium,ap-south-1,dev,3.32,7.95,24,96.0
2026-02-27,i-prod-002,m5.xlarge,ap-south-1,prod,50.48,55.66,24,432.0
2026-02-09,i-ml-001,m5.2xlarge,ap-south-1,prod,26.93,83.57,24,864.0
2026-01-31,i-test-002,t3.medium,us-east-1,test,43.99,53.87,4,16.0
2026-03-05,i-stag-001,t3.large,ap-south-1,staging,31.95,46.45,10,80.0
2026-02-11,i-test-002,t3.medium,us-east-1,test,41.62,53.51,10,40.0
2026-03-25,i-prod-005,t3.large,ap-south-1,prod,64.29,81.79,24,192.0
2026-04-23,i-prod-002,m5.xlarge,ap-south-1,prod,63.92,77.59,24,432.0
2026-04-06,i-ml-001,m5.2xlarge,ap-south-1,prod,27.67,86.71,24,864.0
2026-02-10,i-prod-005,t3.large,ap-south-1,prod,67.01,86.26,24,192.0
2026-03-31,i-test-001,t3.medium,ap-south-1,test,4.47,7.19,24,96.0
2026-03-14,i-stag-002,t3.medium,us-east-1,staging,58.92,70.23,4,16.0
2026-02-10,i-dev-001,t3.medium,ap-south-1,dev,1.1,4.07,24,96.0
2026-03-05,i-dev-001,t3.medium,ap-south-1,dev,1.41,2.47,24,96.0
2026-04-14,i-prod-004,r5.xlarge,eu-west-1,prod,59.44,77.77,24,576.0
2026-04-10,i-dev-004,t3.medium,eu-west-1,dev,41.25,53.97,10,40.0
2026-03-03,i-dev-004,t3.medium,eu-west-1,dev,48.19,58.09,10,40.0
2026-02-03,i-test-002,t3.medium,us-east-1,test,68.22,83.08,10,40.0
2026-04-18,i-stag-001,t3.large,ap-south-1,staging,73.55,85.15,4,32.0
2026-03-10,i-prod-003,m5.xlarge,us-east-1,prod,68.0,74.47,24,432.0
2026-04-06,i-dev-001,t3.medium,ap-south-1,dev,1.03,5.35,24,96.0
2026-03-14,i-test-001,t3.medium,ap-south-1,test,3.83,5.19,24,96.0
2026-02-14,i-dev-002,t3.medium,ap-south-1,dev,1.85,2.52,24,96.0
2026-03-19,i-test-001,t3.medium,ap-south-1,test,2.34,6.66,24,96.0
2026-02-13,i-prod-005,t3.large,ap-south-1,prod,39.52,49.43,24,192.0
2026-02-09,i-test-001,t3.medium,ap-south-1,test,0.68,2.09,24,96.0
2026-02-07,i-test-001,t3.medium,ap-south-1,test,3.93,6.08,24,96.0
2026-04-06,i-dev-003,t3.large,us-east-1,dev,4.36,10.74,24,192.0
2026-04-02,i-ml-001,m5.2xlarge,ap-south-1,prod,22.96,85.49,24,864.0
2026-04-15,i-prod-001,m5.2xlarge,ap-south-1,prod,65.01,81.42,24,864.0
2026-02-11,i-prod-006,m5.xlarge,us-east-1,prod,48.16,55.17,24,432.0
2026-02-01,i-dev-004,t3.medium,eu-west-1,dev,34.95,43.37,4,16.0
2026-03-17,i-prod-003,m5.xlarge,us-east-1,prod,40.75,52.51,24,432.0
2026-02-06,i-prod-004,r5.xlarge,eu-west-1,prod,72.97,89.04,24,576.0
2026-02-01,i-dev-001,t3.medium,ap-south-1,dev,3.03,7.39,24,96.0
2026-03-08,i-test-002,t3.medium,us-east-1,test,49.78,56.36,4,16.0
2026-03-26,i-stag-002,t3.medium,us-east-1,staging,55.98,73.96,10,40.0
2026-04-17,i-prod-006,m5.xlarge,us-east-1,prod,36.92,50.51,24,432.0
2026-04-27,i-dev-004,t3.medium,eu-west-1,dev,37.34,45.84,10,40.0
2026-03-03,i-prod-004,r5.xlarge,eu-west-1,prod,60.75,73.2,24,576.0
2026-03-02,i-prod-004,r5.xlarge,eu-west-1,prod,59.87,71.99,24,576.0
2026-01-31,i-dev-002,t3.medium,ap-south-1,dev,0.52,4.6,24,96.0
2026-03-27,i-prod-006,m5.xlarge,us-east-1,prod,67.54,83.64,24,432.0
2026-04-22,i-test-001,t3.medium,ap-south-1,test,0.75,1.21,24,96.0
2026-04-04,i-dev-003,t3.large,us-east-1,dev,2.15,2.16,24,192.0
2026-04-17,i-prod-004,r5.xlarge,eu-west-1,prod,67.72,84.76,24,576.0
2026-02-23,i-stag-001,t3.large,ap-south-1,staging,65.08,75.33,10,80.0
2026-03-04,i-dev-003,t3.large,us-east-1,dev,1.04,6.22,24,192.0
2026-04-20,i-prod-005,t3.large,ap-south-1,prod,46.85,63.82,24,192.0
2026-02-24,i-dev-001,t3.medium,ap-south-1,dev,3.97,7.51,24,96.0
2026-03-19,i-ml-001,m5.2xlarge,ap-south-1,prod,30.56,80.8,24,864.0
2026-03-18,i-test-001,t3.medium,ap-south-1,test,1.2,4.76,24,96.0
2026-04-21,i-prod-003,m5.xlarge,us-east-1,prod,47.9,65.32,24,432.0
2026-03-01,i-prod-005,t3.large,ap-south-1,prod,58.03,72.51,24,192.0
2026-02-16,i-dev-002,t3.medium,ap-south-1,dev,2.52,5.58,24,96.0
2026-04-05,i-prod-004,r5.xlarge,eu-west-1,prod,61.92,69.43,24,576.0
2026-02-14,i-stag-002,t3.medium,us-east-1,staging,42.99,56.71,4,16.0
2026-02-28,i-dev-002,t3.medium,ap-south-1,dev,1.41,6.4,24,96.0
2026-02-25,i-prod-006,m5.xlarge,us-east-1,prod,72.18,87.49,24,432.0
2026-04-04,i-stag-001,t3.large,ap-south-1,staging,49.14,54.7,4,32.0
2026-02-10,i-dev-004,t3.medium,eu-west-1,dev,32.54,50.51,10,40.0
2026-01-31,i-prod-004,r5.xlarge,eu-west-1,prod,56.91,75.73,24,576.0
2026-04-20,i-prod-001,m5.2xlarge,ap-south-1,prod,36.36,49.92,24,864.0
2026-04-01,i-dev-002,t3.medium,ap-south-1,dev,3.73,6.03,24,96.0
2026-02-21,i-dev-004,t3.medium,eu-west-1,dev,73.7,92.86,4,16.0
2026-04-28,i-dev-001,t3.medium,ap-south-1,dev,3.77,8.42,24,96.0
2026-03-10,i-dev-003,t3.large,us-east-1,dev,5.48,10.57,24,192.0
2026-02-03,i-prod-002,m5.xlarge,ap-south-1,prod,69.48,78.35,24,432.0
2026-02-17,i-prod-003,m5.xlarge,us-east-1,prod,56.61,67.59,24,432.0
2026-04-13,i-test-002,t3.medium,us-east-1,test,65.19,81.46,10,40.0
2026-04-25,i-dev-003,t3.large,us-east-1,dev,1.38,4.22,24,192.0
2026-02-17,i-dev-001,t3.medium,ap-south-1,dev,2.49,4.59,24,96.0
2026-04-10,i-test-002,t3.medium,us-east-1,test,65.52,75.14,10,40.0
2026-03-17,i-prod-005,t3.large,ap-south-1,prod,50.88,69.52,24,192.0
2026-02-23,i-dev-001,t3.medium,ap-south-1,dev,4.48,5.35,24,96.0
2026-04-24,i-prod-001,m5.2xlarge,ap-south-1,prod,47.98,57.88,24,864.0
2026-02-01,i-stag-001,t3.large,ap-south-1,staging,40.3,46.45,4,32.0
2026-03-20,i-prod-001,m5.2xlarge,ap-south-1,prod,71.31,80.51,24,864.0
2026-02-18,i-prod-005,t3.large,ap-south-1,prod,38.19,56.11,24,192.0
2026-03-15,i-prod-003,m5.xlarge,us-east-1,prod,62.76,75.2,24,432.0
2026-04-01,i-dev-003,t3.large,us-east-1,dev,3.16,3.52,24,192.0
2026-04-06,i-stag-001,t3.large,ap-south-1,staging,62.33,80.27,10,80.0
2026-03-07,i-stag-002,t3.medium,us-east-1,staging,67.89,80.71,4,16.0
2026-04-12,i-test-002,t3.medium,us-east-1,test,65.62,77.39,4,16.0
2026-03-16,i-test-002,t3.medium,us-east-1,test,32.34,49.13,10,40.0
2026-03-20,i-prod-004,r5.xlarge,eu-west-1,prod,62.7,72.27,24,576.0
2026-02-11,i-dev-004,t3.medium,eu-west-1,dev,57.99,75.93,10,40.0
2026-03-01,i-stag-001,t3.large,ap-south-1,staging,38.09,46.65,4,32.0
2026-03-28,i-test-002,t3.medium,us-east-1,test,30.01,42.67,4,16.0
2026-02-25,i-prod-004,r5.xlarge,eu-west-1,prod,54.36,73.8,24,576.0
2026-03-16,i-prod-001,m5.2xlarge,ap-south-1,prod,41.71,57.67,24,864.0
2026-03-21,i-dev-003,t3.large,us-east-1,dev,2.27,5.17,24,192.0
2026-04-29,i-test-002,t3.medium,us-east-1,test,48.5,59.92,10,40.0
2026-03-19,i-dev-001,t3.medium,ap-south-1,dev,3.11,7.8,24,96.0
2026-02-26,i-ml-001,m5.2xlarge,ap-south-1,prod,32.29,81.22,24,864.0
2026-02-24,i-prod-001,m5.2xlarge,ap-south-1,prod,54.79,61.09,24,864.0
2026-02-26,i-stag-002,t3.medium,us-east-1,staging,68.9,80.99,10,40.0
2026-02-03,i-ml-001,m5.2xlarge,ap-south-1,prod,22.34,86.99,24,864.0
2026-04-25,i-stag-001,t3.large,ap-south-1,staging,48.35,55.77,4,32.0
2026-04-11,i-dev-003,t3.large,us-east-1,dev,5.45,7.39,24,192.0
2026-03-04,i-prod-006,m5.xlarge,us-east-1,prod,53.36,65.55,24,432.0
2026-03-26,i-prod-001,m5.2xlarge,ap-south-1,prod,69.15,76.11,24,864.0
2026-02-12,i-prod-001,m5.2xlarge,ap-south-1,prod,40.81,46.94,24,864.0
2026-03-12,i-prod-002,m5.xlarge,ap-south-1,prod,69.91,84.6,24,432.0
2026-02-06,i-dev-002,t3.medium,ap-south-1,dev,1.19,3.36,24,96.0
2026-02-26,i-test-001,t3.medium,ap-south-1,test,2.43,3.01,24,96.0
2026-03-11,i-prod-002,m5.xlarge,ap-south-1,prod,43.34,53.59,24,432.0
2026-03-11,i-prod-005,t3.large,ap-south-1,prod,41.93,47.24,24,192.0
2026-04-27,i-stag-001,t3.large,ap-south-1,staging,40.02,49.63,10,80.0
2026-02-04,i-ml-001,m5.2xlarge,ap-south-1,prod,37.56,86.83,24,864.0
2026-03-27,i-dev-001,t3.medium,ap-south-1,dev,0.85,3.29,24,96.0
2026-04-10,i-prod-001,m5.2xlarge,ap-south-1,prod,58.36,67.09,24,864.0
2026-04-27,i-prod-006,m5.xlarge,us-east-1,prod,72.23,79.95,24,432.0
2026-03-21,i-prod-004,r5.xlarge,eu-west-1,prod,49.56,66.17,24,576.0
2026-03-04,i-prod-004,r5.xlarge,eu-west-1,prod,57.16,72.18,24,576.0
2026-04-12,i-prod-004,r5.xlarge,eu-west-1,prod,58.41,71.4,24,576.0
2026-04-27,i-dev-003,t3.large,us-east-1,dev,1.08,6.38,24,192.0
2026-04-12,i-dev-002,t3.medium,ap-south-1,dev,2.74,5.88,24,96.0
2026-04-12,i-stag-002,t3.medium,us-east-1,staging,52.85,64.14,4,16.0
2026-01-30,i-dev-004,t3.medium,eu-west-1,dev,72.7,92.18,10,40.0
2026-02-25,i-stag-001,t3.large,ap-south-1,staging,43.54,59.17,10,80.0
2026-04-20,i-test-001,t3.medium,ap-south-1,test,4.18,4.38,24,96.0
2026-03-08,i-prod-001,m5.2xlarge,ap-south-1,prod,68.31,76.44,24,864.0
2026-02-01,i-test-001,t3.medium,ap-south-1,test,,8.08,24,96.0
2026-03-27,i-prod-002,m5.xlarge,ap-south-1,prod,46.14,63.21,24,432.0
2026-02-10,i-prod-003,m5.xlarge,us-east-1,prod,54.12,63.77,24,432.0
2026-02-26,i-dev-004,t3.medium,eu-west-1,dev,71.44,85.69,10,40.0
2026-03-09,i-stag-001,t3.large,ap-south-1,staging,66.63,80.86,10,80.0
2026-03-26,i-dev-002,t3.medium,ap-south-1,dev,2.79,7.57,24,96.0
2026-02-16,i-test-001,t3.medium,ap-south-1,test,1.11,3.99,24,96.0
2026-04-27,i-prod-004,r5.xlarge,eu-west-1,prod,74.56,79.95,24,576.0
2026-02-27,i-stag-001,t3.large,ap-south-1,staging,36.41,48.9,10,80.0
2026-03-17,i-prod-001,m5.2xlarge,ap-south-1,prod,64.05,76.84,24,864.0
2026-03-07,i-prod-005,t3.large,ap-south-1,prod,59.92,76.85,24,192.0
2026-04-25,i-stag-002,t3.medium,us-east-1,staging,73.7,87.13,4,16.0
2026-03-15,i-ml-001,m5.2xlarge,ap-south-1,prod,43.42,80.99,24,864.0
2026-03-16,i-ml-001,m5.2xlarge,ap-south-1,prod,26.47,83.13,24,864.0
2026-04-09,i-prod-001,m5.2xlarge,ap-south-1,prod,,65.4,24,864.0
2026-04-20,i-stag-002,t3.medium,us-east-1,staging,39.92,48.2,10,40.0
2026-03-27,i-dev-004,t3.medium,eu-west-1,dev,72.65,78.73,10,40.0
2026-04-29,i-prod-006,m5.xlarge,us-east-1,prod,48.51,57.12,24,432.0
2026-02-09,i-dev-002,t3.medium,ap-south-1,dev,2.72,7.56,24,96.0
2026-03-30,i-dev-003,t3.large,us-east-1,dev,1.1,2.09,24,192.0
2026-04-12,i-dev-003,t3.large,us-east-1,dev,2.27,2.35,24,192.0
2026-02-16,i-prod-003,m5.xlarge,us-east-1,prod,68.09,75.0,24,432.0
2026-04-11,i-prod-003,m5.xlarge,us-east-1,prod,52.64,60.55,24,432.0
2026-02-21,i-prod-006,m5.xlarge,us-east-1,prod,59.65,75.03,24,432.0
2026-04-25,i-dev-004,t3.medium,eu-west-1,dev,48.14,65.65,4,16.0
2026-01-31,i-prod-001,m5.2xlarge,ap-south-1,prod,59.81,69.49,24,864.0
2026-03-05,i-prod-006,m5.xlarge,us-east-1,prod,51.76,68.85,24,432.0
2026-02-20,i-dev-002,t3.medium,ap-south-1,dev,3.43,4.5,24,96.0
2026-03-22,i-prod-004,r5.xlarge,eu-west-1,prod,71.93,82.88,24,576.0
2026-03-11,i-stag-002,t3.medium,us-east-1,staging,35.46,49.69,10,40.0
2026-04-20,i-prod-006,m5.xlarge,us-east-1,prod,33.92,47.27,24,432.0
2026-04-13,i-dev-001,t3.medium,ap-south-1,dev,2.36,5.97,24,96.0
2026-04-20,i-prod-003,m5.xlarge,us-east-1,prod,67.16,76.44,24,432.0
2026-03-31,i-prod-006,m5.xlarge,us-east-1,prod,68.99,94.05,24,1728.0
2026-02-13,i-test-001,t3.medium,ap-south-1,test,1.48,2.29,24,96.0
2026-02-10,i-ml-001,m5.2xlarge,ap-south-1,prod,26.18,88.56,24,864.0
