date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_compute_inr,cost_storage_inr,cost_transfer_inr,cost_other_inr,cost_inr,day_of_week,month,is_weekend,utilization_band,is_idle_candidate,daily_waste_inr
2025-09-28,i-stag-0037,m5.xlarge,eu-west-1,staging,55.8,62.37,0,0.0,100.0,19.37,12.33,131.7,6,9,1,normal,False,0.0
2026-01-13,i-test-0091,m5.xlarge,us-east-1,test,2.79,16.47,24,432.0,100.0,3.67,15.15,550.82,1,1,0,idle,True,550.82
2025-08-09,i-stag-0013,m5.2xlarge,ap-south-1,staging,55.32,61.8,4,129.72,200.0,9.1,11.97,350.79,5,8,1,normal,False,0.0
2026-01-29,i-prod-0006,m5.xlarge,ap-southeast-1,prod,68.06,87.64,24,520.58,100.0,23.57,8.02,652.17,3,1,0,normal,False,0.0
2025-06-12,i-test-0044,m5.2xlarge,ap-south-1,test,60.17,65.2,10,360.0,200.0,1.02,20.02,581.04,3,6,0,normal,False,0.0
2025-07-13,i-prod-0079,db.r5.xlarge,us-west-2,prod,11.85,20.73,24,1852.55,1000.0,36.89,9.21,2898.65,6,7,1,low,False,0.0
2026-04-12,i-dev-0061,m5.2xlarge,eu-west-1,dev,19.55,34.87,4,125.8,200.0,18.01,19.58,363.39,6,4,1,low,False,0.0
2026-05-05,i-stag-0145,t3.large,us-east-1,staging,52.88,58.01,14,112.0,50.0,5.07,9.65,176.72,1,5,0,normal,False,0.0
2026-02-09,i-prod-0036,c5.2xlarge,us-west-2,prod,44.62,62.83,24,720.0,100.0,8.76,11.42,840.18,0,2,0,normal,False,0.0
2026-02-22,i-dev-0125,t3.medium,us-east-1,dev,45.87,61.14,4,13.96,25.0,8.89,17.84,65.69,6,2,1,normal,False,0.0
2025-12-15,i-prod-0004,m5.4xlarge,ap-southeast-1,prod,62.56,76.95,24,1728.0,400.0,23.88,9.76,2161.64,0,12,0,normal,False,0.0
2025-06-17,i-stag-0071,t3.medium,us-east-1,staging,46.52,53.86,14,56.0,25.0,0.88,17.17,99.05,1,6,0,normal,False,0.0
2025-08-28,i-test-0026,t3.medium,ap-south-1,test,51.68,61.56,10,40.0,25.0,5.38,22.06,92.44,3,8,0,normal,False,0.0
2025-09-29,i-dev-0130,t3.large,ap-southeast-1,dev,13.96,24.08,12,121.72,50.0,16.1,14.16,201.98,0,9,0,low,False,0.0
2026-01-09,i-test-0124,m5.xlarge,eu-west-1,test,52.16,68.96,12,216.0,100.0,16.16,17.66,349.82,4,1,0,normal,False,0.0
2026-01-08,i-test-0073,t3.medium,ap-south-1,test,4.89,26.41,24,96.0,25.0,6.41,19.75,147.16,3,1,0,idle,True,147.16
2025-09-25,i-stag-0076,c5.2xlarge,eu-west-1,staging,44.75,62.43,12,360.0,100.0,12.52,10.71,483.23,3,9,0,normal,False,0.0
2025-09-11,i-stag-0129,m5.2xlarge,ap-southeast-1,staging,8.66,18.43,24,864.0,200.0,0.06,7.91,1071.97,3,9,0,low,False,0.0
2025-07-24,i-dev-0058,t3.medium,us-east-1,dev,62.28,73.36,12,48.0,25.0,33.57,14.41,120.98,3,7,0,normal,False,0.0
2025-11-11,i-prod-0031,m5.2xlarge,ap-south-1,prod,35.75,47.29,24,794.88,200.0,39.24,23.76,1057.88,1,11,0,normal,False,0.0
2026-01-07,i-prod-0135,m5.xlarge,ap-south-1,prod,68.4,74.94,24,432.0,100.0,22.91,7.0,561.91,2,1,0,normal,False,0.0
2026-03-24,i-prod-0087,m5.4xlarge,us-east-1,prod,48.06,61.5,24,1728.0,400.0,4.7,17.02,2149.72,1,3,0,normal,False,0.0
2026-04-27,i-prod-0053,c5.2xlarge,ap-south-1,prod,3.86,11.67,24,720.0,100.0,166.63,18.92,1005.55,0,4,0,idle,True,1005.55
2026-02-06,i-test-0049,t3.medium,eu-west-1,test,35.21,48.22,12,48.0,25.0,2.03,21.6,96.63,4,2,0,normal,False,0.0
2025-09-17,i-test-0118,t3.medium,us-east-1,test,47.21,63.12,10,40.0,25.0,4.65,12.82,82.47,2,9,0,normal,False,0.0
2026-05-04,i-prod-0001,r5.2xlarge,us-east-1,prod,0.64,11.48,24,1152.0,300.0,100.27,11.35,1563.62,0,5,0,idle,True,1563.62
2025-11-02,i-dev-0067,t3.medium,ap-south-1,dev,0.1,8.2,24,75.08,25.0,6.26,22.1,128.44,6,11,1,idle,True,128.44
2026-01-01,i-dev-0032,t3.medium,ap-south-1,dev,0.1,12.71,24,96.0,25.0,0.54,16.29,137.83,3,1,0,idle,True,137.83
2025-08-14,i-stag-0052,t3.large,us-east-1,staging,37.81,49.07,12,96.0,50.0,10.62,12.08,168.7,3,8,0,normal,False,0.0
2026-03-11,i-prod-0115,c5.4xlarge,ap-south-1,prod,1.92,26.13,24,1440.0,200.0,19.47,19.28,1678.75,2,3,0,idle,True,1678.75
2025-06-27,i-test-0020,t3.medium,ap-southeast-1,test,5.44,20.88,24,96.0,25.0,12.15,10.36,143.51,4,6,0,low,False,0.0
2026-04-24,i-prod-0070,c5.2xlarge,ap-southeast-1,prod,59.89,71.9,24,720.0,100.0,63.54,9.76,893.3,4,4,0,normal,False,0.0
2025-10-09,i-prod-0147,m5.xlarge,ap-southeast-1,prod,63.06,83.67,24,432.0,100.0,46.04,5.21,583.25,3,10,0,normal,False,0.0
2025-12-12,i-dev-0095,t3.large,eu-west-1,dev,0.1,19.34,24,192.0,50.0,14.62,14.42,271.04,4,12,0,idle,True,271.04
2026-04-30,i-prod-0019,db.m5.large,eu-west-1,prod,53.98,59.01,24,1191.37,500.0,40.63,14.83,1746.83,3,4,0,normal,False,0.0
2025-06-29,i-stag-0138,t3.medium,ap-south-1,staging,58.53,77.9,0,0.0,25.0,49.15,11.28,85.43,6,6,1,normal,False,0.0
2025-06-19,i-stag-0138,t3.medium,ap-south-1,staging,64.5,77.0,12,48.0,25.0,13.51,9.15,95.66,3,6,0,normal,False,0.0
2026-02-05,i-test-0055,t3.large,eu-west-1,test,3.03,13.43,24,192.0,50.0,3.37,12.56,257.93,3,2,0,idle,True,257.93
2026-04-06,i-dev-0058,t3.medium,us-east-1,dev,68.96,86.22,10,40.0,25.0,10.78,18.16,93.94,0,4,0,normal,False,0.0
2025-06-24,i-dev-0038,t3.medium,us-west-2,dev,53.87,63.53,14,56.0,25.0,59.44,18.59,159.03,1,6,0,normal,False,0.0
2025-08-21,i-dev-0095,t3.large,eu-west-1,dev,3.31,24.44,24,192.0,50.0,24.62,18.67,285.29,3,8,0,idle,True,285.29
2026-03-08,i-prod-0083,m5.2xlarge,ap-southeast-1,prod,36.67,49.04,24,776.72,200.0,3.03,17.72,997.47,6,3,1,normal,False,0.0
2026-05-21,i-stag-0146,t3.medium,eu-west-1,staging,49.63,66.82,12,48.0,25.0,37.95,24.54,135.49,3,5,0,normal,False,0.0
2025-11-28,i-prod-0147,m5.xlarge,ap-southeast-1,prod,61.69,78.26,24,531.27,100.0,35.93,12.42,679.62,4,11,0,normal,False,0.0
2026-01-27,i-prod-0082,m5.4xlarge,ap-southeast-1,prod,45.22,56.17,24,1728.0,400.0,38.71,21.53,2188.24,1,1,0,normal,False,0.0
2025-12-10,i-prod-0101,m5.2xlarge,us-west-2,prod,53.45,77.35,24,864.0,200.0,161.05,17.95,1243.0,2,12,0,normal,False,0.0
2025-06-27,i-dev-0136,t3.medium,ap-south-1,dev,40.34,50.16,12,48.0,25.0,41.59,15.21,129.8,4,6,0,normal,False,0.0
2025-12-22,i-stag-0074,db.m5.large,us-west-2,staging,46.47,55.24,12,480.0,500.0,15.4,13.36,1008.76,0,12,0,normal,False,0.0
2026-03-27,i-prod-0002,c5.4xlarge,us-west-2,prod,20.16,28.33,24,1440.0,200.0,7.58,11.64,1659.22,4,3,0,normal,False,0.0
2025-07-12,i-prod-0024,r5.2xlarge,ap-southeast-1,prod,44.32,53.24,24,1012.05,300.0,30.3,24.93,1367.28,5,7,1,normal,False,0.0
2026-01-19,i-prod-0021,p3.2xlarge,ap-southeast-1,prod,11.23,29.4,24,6000.0,250.0,116.51,24.43,6390.94,0,1,0,low,False,0.0
2026-04-09,i-prod-0031,m5.2xlarge,ap-south-1,prod,43.98,62.04,24,864.0,200.0,98.07,15.73,1177.8,3,4,0,normal,False,0.0
2026-02-19,i-dev-0095,t3.large,eu-west-1,dev,0.1,23.08,24,192.0,50.0,2.82,5.47,250.29,3,2,0,idle,True,250.29
2026-05-05,i-dev-0125,t3.medium,us-east-1,dev,51.52,57.66,10,40.0,25.0,23.71,20.42,109.13,1,5,0,normal,False,0.0
2025-09-11,i-prod-0080,r5.2xlarge,ap-southeast-1,prod,6.42,29.26,24,1152.0,300.0,198.93,11.4,1662.33,3,9,0,low,False,0.0
2025-10-31,i-prod-0051,m5.xlarge,us-west-2,prod,64.3,84.89,24,514.21,100.0,37.69,20.86,672.76,4,10,0,normal,False,0.0
2026-02-23,i-prod-0123,p3.2xlarge,eu-west-1,prod,56.74,81.21,24,6000.0,250.0,81.11,6.4,6337.51,0,2,0,normal,False,0.0
2025-11-14,i-stag-0003,t3.medium,ap-southeast-1,staging,47.81,64.79,10,36.8,25.0,26.42,19.42,107.64,4,11,0,normal,False,0.0
2025-08-15,i-stag-0040,t3.large,ap-south-1,staging,63.21,75.69,10,80.0,50.0,1.99,21.16,153.15,4,8,0,normal,False,0.0
2025-10-10,i-dev-0130,t3.large,ap-southeast-1,dev,13.07,37.5,12,96.0,50.0,1.23,5.13,152.36,4,10,0,low,False,0.0
2026-03-22,i-dev-0012,t3.medium,ap-south-1,dev,68.19,76.14,0,0.0,25.0,5.05,6.95,37.0,6,3,1,normal,False,0.0
2026-01-11,i-dev-0027,t3.large,ap-southeast-1,dev,5.64,27.87,0,0.0,50.0,6.11,11.57,67.68,6,1,1,low,False,0.0
2025-11-30,i-stag-0146,t3.medium,eu-west-1,staging,47.59,61.14,0,0.0,25.0,6.08,9.7,40.78,6,11,1,normal,False,0.0
2025-12-07,i-prod-0104,r5.2xlarge,ap-southeast-1,prod,40.14,55.92,24,1005.43,300.0,37.49,9.12,1352.04,6,12,1,normal,False,0.0
2025-10-05,i-test-0091,m5.xlarge,us-east-1,test,3.25,20.43,24,408.15,100.0,8.92,19.16,536.23,6,10,1,idle,True,536.23
2026-05-01,i-stag-0138,t3.medium,ap-south-1,staging,63.67,76.48,14,56.0,25.0,10.75,15.89,107.64,4,5,0,normal,False,0.0
2026-02-25,i-prod-0092,c5.4xlarge,eu-west-1,prod,44.18,58.68,24,1440.0,200.0,29.96,19.37,1689.33,2,2,0,normal,False,0.0
2025-12-29,i-dev-0086,m5.2xlarge,eu-west-1,dev,3.14,23.8,24,1033.0,200.0,21.19,18.87,1273.06,0,12,0,idle,True,1273.06
2026-04-08,i-prod-0104,r5.2xlarge,ap-southeast-1,prod,42.4,59.84,24,1152.0,300.0,80.76,5.32,1538.08,2,4,0,normal,False,0.0
2025-10-10,i-stag-0052,t3.large,us-east-1,staging,34.11,51.87,10,80.0,50.0,22.69,8.43,161.12,4,10,0,normal,False,0.0
2025-10-14,i-stag-0013,m5.2xlarge,ap-south-1,staging,57.46,71.85,10,360.0,200.0,20.9,22.53,603.43,1,10,0,normal,False,0.0
2025-09-10,i-prod-0079,db.r5.xlarge,us-west-2,prod,0.1,23.9,24,2160.0,1000.0,105.23,6.8,3272.03,2,9,0,idle,True,3272.03
2025-11-14,i-prod-0150,p3.2xlarge,ap-southeast-1,prod,63.82,77.46,24,5520.0,250.0,70.48,10.31,5850.79,4,11,0,normal,False,0.0
2025-07-26,i-test-0097,m5.xlarge,ap-southeast-1,test,49.08,68.09,0,0.0,100.0,7.35,17.01,124.36,5,7,1,normal,False,0.0
2025-06-27,i-prod-0141,m5.xlarge,us-west-2,prod,48.78,73.53,24,432.0,100.0,69.48,14.75,616.23,4,6,0,normal,False,0.0
2025-12-27,i-test-0118,t3.medium,us-east-1,test,44.33,64.0,4,14.82,25.0,7.33,11.41,58.56,5,12,1,normal,False,0.0
2026-04-08,i-prod-0023,m5.2xlarge,eu-west-1,prod,43.92,50.17,24,864.0,200.0,21.02,7.79,1092.81,2,4,0,normal,False,0.0
2025-10-17,i-test-0025,t3.large,ap-south-1,test,0.1,22.04,24,176.64,50.0,6.56,14.7,247.9,4,10,0,idle,True,247.9
2026-01-29,i-prod-0077,m5.xlarge,ap-south-1,prod,57.76,65.97,24,520.58,100.0,16.38,9.22,646.18,3,1,0,normal,False,0.0
2025-09-03,i-test-0055,t3.large,eu-west-1,test,2.82,27.73,24,192.0,50.0,3.96,13.96,259.92,2,9,0,idle,True,259.92
2026-04-17,i-test-0088,t3.medium,ap-south-1,test,0.1,17.94,24,96.0,25.0,29.66,22.01,172.67,4,4,0,idle,True,172.67
2025-12-21,i-prod-0047,db.m5.large,ap-southeast-1,prod,51.03,67.77,24,908.99,500.0,64.3,9.58,1482.87,6,12,1,normal,False,0.0
2026-04-26,i-prod-0015,m5.2xlarge,eu-west-1,prod,55.89,67.34,24,765.96,200.0,5.38,24.09,995.43,6,4,1,normal,False,0.0
2025-09-05,i-test-0044,m5.2xlarge,ap-south-1,test,58.88,66.01,12,432.0,200.0,7.96,14.37,654.33,4,9,0,normal,False,0.0
2025-10-30,i-test-0020,t3.medium,ap-southeast-1,test,3.13,25.06,24,104.32,25.0,6.49,23.63,159.44,3,10,0,idle,True,159.44
2026-01-03,i-test-0039,t3.large,ap-south-1,test,4.06,28.22,8,60.17,50.0,5.37,18.61,134.15,5,1,1,idle,False,0.0
2026-02-28,i-stag-0029,m5.xlarge,eu-west-1,staging,47.04,55.37,8,153.69,100.0,17.83,23.49,295.01,5,2,1,normal,False,0.0
2026-03-17,i-prod-0101,m5.2xlarge,us-west-2,prod,52.35,67.83,24,864.0,200.0,220.55,12.48,1297.03,1,3,0,normal,False,0.0
2025-08-13,i-dev-0007,t3.medium,ap-southeast-1,dev,48.08,71.42,14,56.0,25.0,12.89,16.67,110.56,2,8,0,normal,False,0.0
2026-04-20,i-prod-0034,db.m5.large,ap-south-1,prod,55.58,71.5,24,960.0,500.0,228.63,7.56,1696.19,0,4,0,normal,False,0.0
2025-08-07,i-prod-0141,m5.xlarge,us-west-2,prod,51.11,68.02,24,432.0,100.0,98.24,22.43,652.67,3,8,0,normal,False,0.0
2025-10-13,i-prod-0048,m5.xlarge,us-west-2,prod,63.13,82.85,24,432.0,100.0,51.32,23.83,607.15,0,10,0,normal,False,0.0
2025-09-09,i-stag-0009,t3.large,us-west-2,staging,67.38,76.04,12,96.0,50.0,18.03,9.63,173.66,1,9,0,normal,False,0.0
2025-12-27,i-prod-0064,m5.xlarge,us-west-2,prod,45.56,64.11,24,400.21,100.0,201.29,21.78,723.28,5,12,1,normal,False,0.0
2025-07-04,i-prod-0062,m5.2xlarge,ap-southeast-1,prod,1.9,22.75,24,864.0,200.0,136.36,12.72,1213.08,4,7,0,idle,True,1213.08
2025-07-01,i-prod-0092,c5.4xlarge,eu-west-1,prod,40.26,64.75,24,1440.0,200.0,33.84,23.46,1697.3,1,7,0,normal,False,0.0
2026-01-06,i-dev-0085,t3.medium,us-east-1,dev,48.41,55.19,14,56.0,25.0,9.82,15.72,106.54,1,1,0,normal,False,0.0
2026-05-16,i-prod-0100,c5.2xlarge,us-east-1,prod,11.37,18.99,24,620.31,100.0,80.72,11.73,812.76,5,5,1,low,False,0.0
2025-07-02,i-stag-0009,t3.large,us-west-2,staging,61.23,73.78,10,80.0,50.0,24.23,15.12,169.35,2,7,0,normal,False,0.0
2025-11-26,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,52.55,59.1,24,1440.0,200.0,23.06,6.8,1669.86,2,11,0,normal,False,0.0
2026-03-10,i-prod-0087,m5.4xlarge,us-east-1,prod,43.45,62.49,24,1728.0,400.0,2.41,17.66,2148.07,1,3,0,normal,False,0.0
2026-01-24,i-prod-0002,c5.4xlarge,us-west-2,prod,16.97,28.64,24,1243.33,200.0,4.06,18.97,1466.36,5,1,1,low,False,0.0
2026-05-12,i-test-0142,m5.2xlarge,us-west-2,test,7.93,28.29,10,360.0,200.0,11.63,13.94,585.57,1,5,0,low,False,0.0
2026-02-13,i-prod-0023,m5.2xlarge,eu-west-1,prod,45.76,64.08,24,864.0,200.0,239.02,21.39,1324.41,4,2,0,normal,False,0.0
2025-06-27,i-prod-0062,m5.2xlarge,ap-southeast-1,prod,3.18,11.92,24,864.0,200.0,47.47,15.44,1126.91,4,6,0,idle,True,1126.91
2025-10-13,i-prod-0008,db.m5.large,ap-southeast-1,prod,37.3,45.33,24,960.0,500.0,19.95,5.86,1485.81,0,10,0,normal,False,0.0
2025-10-25,i-test-0098,t3.large,eu-west-1,test,4.65,28.82,0,0.0,50.0,6.58,6.01,62.59,5,10,1,idle,False,0.0
2025-08-12,i-prod-0005,m5.4xlarge,ap-southeast-1,prod,52.17,67.32,24,1728.0,400.0,12.24,12.15,2152.39,1,8,0,normal,False,0.0
2026-04-29,i-dev-0058,t3.medium,us-east-1,dev,62.69,69.92,10,50.42,25.0,6.09,15.25,96.76,2,4,0,normal,False,0.0
2025-07-19,i-test-0020,t3.medium,ap-southeast-1,test,0.74,14.4,24,81.71,25.0,6.96,24.76,138.43,5,7,1,idle,True,138.43
2025-07-13,i-stag-0014,c5.2xlarge,ap-south-1,staging,51.99,70.24,0,0.0,100.0,19.67,12.62,132.29,6,7,1,normal,False,0.0
2025-09-13,i-dev-0136,t3.medium,ap-south-1,dev,49.06,72.56,0,0.0,25.0,13.24,17.1,55.34,5,9,1,normal,False,0.0
2025-08-17,i-stag-0040,t3.large,ap-south-1,staging,67.36,73.82,0,0.0,50.0,4.63,14.1,68.73,6,8,1,normal,False,0.0
2025-10-18,i-prod-0045,m5.2xlarge,us-east-1,prod,56.04,72.37,24,705.01,200.0,3.17,14.31,922.49,5,10,1,normal,False,0.0
2025-09-16,i-dev-0061,m5.2xlarge,eu-west-1,dev,22.04,30.44,14,504.0,200.0,37.65,14.96,756.61,1,9,0,normal,False,0.0
2025-10-14,i-prod-0015,m5.2xlarge,eu-west-1,prod,53.6,78.52,24,864.0,200.0,139.99,14.92,1218.91,1,10,0,normal,False,0.0
2026-03-10,i-prod-0089,c5.4xlarge,eu-west-1,prod,51.62,75.65,24,1440.0,200.0,96.4,20.74,1757.14,1,3,0,normal,False,0.0
2025-10-09,i-prod-0089,c5.4xlarge,eu-west-1,prod,52.8,64.32,24,1440.0,200.0,221.09,17.4,1878.49,3,10,0,normal,False,0.0
2025-12-21,i-dev-0017,t3.large,us-east-1,dev,3.45,15.61,24,181.8,50.0,16.8,14.26,262.86,6,12,1,idle,True,262.86
2026-03-26,i-prod-0048,m5.xlarge,us-west-2,prod,60.8,77.48,24,432.0,100.0,11.8,14.29,558.09,3,3,0,normal,False,0.0
2025-12-01,i-test-0122,m5.xlarge,eu-west-1,test,2.28,14.29,24,432.0,100.0,3.61,9.56,545.17,0,12,0,idle,True,545.17
2025-11-09,i-prod-0092,c5.4xlarge,eu-west-1,prod,42.36,50.0,24,1186.12,200.0,51.21,5.23,1442.56,6,11,1,normal,False,0.0
2025-12-22,i-prod-0080,r5.2xlarge,ap-southeast-1,prod,4.97,17.7,24,1152.0,300.0,79.23,23.05,1554.28,0,12,0,idle,True,1554.28
2025-10-14,i-prod-0079,db.r5.xlarge,us-west-2,prod,0.1,13.91,24,2160.0,1000.0,107.39,7.65,3275.04,1,10,0,idle,True,3275.04
2025-09-25,i-prod-0043,db.m5.large,us-east-1,prod,53.29,66.49,24,960.0,500.0,146.53,20.14,1626.67,3,9,0,normal,False,0.0
2026-04-26,i-prod-0011,p3.2xlarge,us-east-1,prod,64.87,83.48,24,5319.14,250.0,151.81,21.29,5742.24,6,4,1,normal,False,0.0
2026-02-11,i-prod-0083,m5.2xlarge,ap-southeast-1,prod,40.37,53.4,24,864.0,200.0,362.0,9.79,1435.79,2,2,0,normal,False,0.0
2025-06-29,i-prod-0021,p3.2xlarge,ap-southeast-1,prod,11.83,36.44,24,6968.2,250.0,258.82,10.48,7487.5,6,6,1,low,False,0.0
2025-07-12,i-prod-0109,c5.2xlarge,us-east-1,prod,39.74,49.87,24,632.53,100.0,17.66,18.96,769.15,5,7,1,normal,False,0.0
2025-11-17,i-stag-0146,t3.medium,eu-west-1,staging,50.85,61.96,14,56.0,25.0,0.57,5.09,86.66,0,11,0,normal,False,0.0
2026-03-21,i-prod-0079,db.r5.xlarge,us-west-2,prod,4.24,23.61,24,2000.3,1000.0,288.91,9.8,3299.01,5,3,1,idle,True,3299.01
2025-06-18,i-prod-0054,c5.4xlarge,us-west-2,prod,46.98,56.92,24,1440.0,200.0,15.42,21.99,1677.41,2,6,0,normal,False,0.0
2025-12-22,i-stag-0003,t3.medium,ap-southeast-1,staging,52.91,69.06,12,48.0,25.0,10.72,6.24,89.96,0,12,0,normal,False,0.0
2026-02-15,i-prod-0002,c5.4xlarge,us-west-2,prod,24.79,46.07,24,1258.48,200.0,134.53,8.84,1601.85,6,2,1,normal,False,0.0
2025-12-17,i-dev-0017,t3.large,us-east-1,dev,0.1,14.81,24,192.0,50.0,51.55,16.15,309.7,2,12,0,idle,True,309.7
2026-01-10,i-dev-0007,t3.medium,ap-southeast-1,dev,47.89,55.3,0,0.0,25.0,21.31,13.61,59.92,5,1,1,normal,False,0.0
2025-11-02,i-dev-0095,t3.large,eu-west-1,dev,5.72,15.67,24,150.16,50.0,0.7,13.81,214.67,6,11,1,low,False,0.0
2026-03-09,i-test-0072,t3.medium,us-east-1,test,55.73,66.87,12,48.0,25.0,9.8,19.65,102.45,0,3,0,normal,False,0.0
2025-11-09,i-dev-0027,t3.large,ap-southeast-1,dev,5.63,22.19,8,52.72,50.0,13.47,11.59,127.78,6,11,1,low,False,0.0
2025-07-13,i-prod-0024,r5.2xlarge,ap-southeast-1,prod,44.25,67.14,24,988.03,300.0,10.39,11.71,1310.13,6,7,1,normal,False,0.0
2025-11-10,i-stag-0052,t3.large,us-east-1,staging,33.04,56.98,14,103.04,50.0,29.43,19.87,202.34,0,11,0,normal,False,0.0
2025-10-31,i-dev-0061,m5.2xlarge,eu-west-1,dev,16.38,27.18,12,514.21,200.0,5.37,13.63,733.21,4,10,0,low,False,0.0
2025-09-01,i-prod-0100,c5.2xlarge,us-east-1,prod,15.69,40.43,24,720.0,100.0,35.39,12.3,867.69,0,9,0,low,False,0.0
2025-06-22,i-dev-0038,t3.medium,us-west-2,dev,45.34,68.64,0,0.0,25.0,23.73,12.57,61.3,6,6,1,normal,False,0.0
2026-01-15,i-test-0126,c5.2xlarge,eu-west-1,test,2.91,16.53,24,720.0,100.0,2.28,11.59,833.87,3,1,0,idle,True,833.87
2026-03-24,i-prod-0103,r5.xlarge,eu-west-1,prod,61.75,67.08,24,576.0,150.0,5.67,5.41,737.08,1,3,0,normal,False,0.0
2025-09-11,i-prod-0089,c5.4xlarge,eu-west-1,prod,52.58,75.09,24,1440.0,200.0,251.52,11.25,1902.77,3,9,0,normal,False,0.0
2025-10-06,i-prod-0051,m5.xlarge,us-west-2,prod,66.79,81.6,24,432.0,100.0,233.41,13.39,778.8,0,10,0,normal,False,0.0
2026-05-04,i-prod-0005,m5.4xlarge,ap-southeast-1,prod,49.36,60.46,24,1728.0,400.0,26.8,12.71,2167.51,0,5,0,normal,False,0.0
2025-12-15,i-prod-0023,m5.2xlarge,eu-west-1,prod,40.7,50.19,24,864.0,200.0,19.89,13.71,1097.6,0,12,0,normal,False,0.0
2025-11-13,i-test-0073,t3.medium,ap-south-1,test,2.7,8.38,24,88.32,25.0,4.58,11.29,129.19,3,11,0,idle,True,129.19
2025-12-07,i-prod-0100,c5.2xlarge,us-east-1,prod,8.06,32.47,24,628.4,100.0,336.44,6.89,1071.73,6,12,1,low,False,0.0
2026-01-08,i-prod-0094,c5.4xlarge,eu-west-1,prod,64.22,81.24,24,1440.0,200.0,35.06,20.4,1695.46,3,1,0,normal,False,0.0
2025-05-25,i-prod-0113,p3.8xlarge,eu-west-1,prod,55.08,73.82,24,21250.57,500.0,243.09,19.6,22013.26,6,5,1,normal,False,0.0
2025-11-22,i-prod-0035,r5.2xlarge,ap-south-1,prod,55.39,62.97,24,1073.55,300.0,26.07,17.62,1417.24,5,11,1,normal,False,0.0
2025-11-07,i-prod-0133,c5.2xlarge,ap-southeast-1,prod,58.79,65.29,24,662.4,100.0,20.64,5.1,788.14,4,11,0,normal,False,0.0
2026-01-09,i-dev-0058,t3.medium,us-east-1,dev,63.65,72.36,14,56.0,25.0,5.95,17.26,104.21,4,1,0,normal,False,0.0
2025-11-30,i-test-0072,t3.medium,us-east-1,test,60.95,85.24,0,0.0,25.0,37.68,19.9,82.58,6,11,1,normal,False,0.0
2025-12-08,i-prod-0070,c5.2xlarge,ap-southeast-1,prod,65.96,71.39,24,720.0,100.0,59.96,11.31,891.27,0,12,0,normal,False,0.0
2025-06-03,i-dev-0067,t3.medium,ap-south-1,dev,1.06,15.9,24,96.0,25.0,6.01,17.23,144.24,1,6,0,idle,True,144.24
2025-07-21,i-stag-0037,m5.xlarge,eu-west-1,staging,55.43,68.27,14,252.0,100.0,19.35,22.57,393.92,0,7,0,normal,False,0.0
2025-10-13,i-prod-0031,m5.2xlarge,ap-south-1,prod,35.57,58.85,24,864.0,200.0,23.21,24.4,1111.61,0,10,0,normal,False,0.0
2026-04-19,i-prod-0024,r5.2xlarge,ap-southeast-1,prod,44.81,54.21,24,1060.74,300.0,5.63,7.17,1373.54,6,4,1,normal,False,0.0
2025-12-15,i-prod-0101,m5.2xlarge,us-west-2,prod,51.75,64.83,24,864.0,200.0,30.38,7.35,1101.73,0,12,0,normal,False,0.0
2025-05-22,i-test-0112,t3.medium,ap-southeast-1,test,59.88,74.27,10,40.0,25.0,4.79,14.46,84.25,3,5,0,normal,False,0.0
2025-11-06,i-prod-0079,db.r5.xlarge,us-west-2,prod,1.755,12.72,24,1987.2,1000.0,45.94,15.64,3048.78,3,11,0,idle,True,3048.78
2026-01-10,i-prod-0048,m5.xlarge,us-west-2,prod,60.49,84.19,24,383.35,100.0,137.94,7.78,629.07,5,1,1,normal,False,0.0
2025-05-28,i-prod-0081,db.r5.xlarge,eu-west-1,prod,64.41,76.54,24,2160.0,1000.0,24.24,23.93,3208.17,2,5,0,normal,False,0.0
2026-01-29,i-prod-0133,c5.2xlarge,ap-southeast-1,prod,55.0,68.74,24,867.63,100.0,18.56,21.83,1008.02,3,1,0,normal,False,0.0
2026-01-07,i-stag-0068,t3.medium,us-west-2,staging,56.1,66.64,10,40.0,25.0,9.29,24.5,98.79,2,1,0,normal,False,0.0
2026-01-09,i-test-0126,c5.2xlarge,eu-west-1,test,3.24,23.28,24,720.0,100.0,11.69,12.69,844.38,4,1,0,idle,True,844.38
2026-02-03,i-dev-0058,t3.medium,us-east-1,dev,67.53,78.03,10,40.0,25.0,8.44,18.43,91.87,1,2,0,normal,False,0.0
2025-08-18,i-dev-0038,t3.medium,us-west-2,dev,52.68,73.41,10,40.0,25.0,39.97,5.95,110.92,0,8,0,normal,False,0.0
2025-08-11,i-dev-0125,t3.medium,us-east-1,dev,52.91,76.31,12,48.0,25.0,6.13,7.64,86.77,0,8,0,normal,False,0.0
2026-03-01,i-test-0091,m5.xlarge,us-east-1,test,0.1,9.37,24,393.93,100.0,4.4,17.53,515.86,6,3,1,idle,True,515.86
2025-09-07,i-stag-0145,t3.large,us-east-1,staging,48.75,59.43,0,0.0,50.0,39.75,20.79,110.54,6,9,1,normal,False,0.0
2025-12-30,i-stag-0029,m5.xlarge,eu-west-1,staging,50.24,74.13,12,262.77,100.0,22.49,12.0,397.26,1,12,0,normal,False,0.0
2026-03-12,i-prod-0107,m5.2xlarge,ap-south-1,prod,54.49,61.25,24,864.0,200.0,13.81,12.52,1090.33,3,3,0,normal,False,0.0
