user_id,employee_name,department,tool,license_type,monthly_cost_inr,logins_last_30d,active_days_last_30d,last_login_date,assigned_date,truly_unused,has_ever_logged_in,days_since_last_login,usage_category,annual_cost_inr,is_recommendation_candidate
u-00679,Employee 679,Marketing,Notion,Standard,900,21,23,2026-05-21,2025-04-14,0,True,1,active,10800,False
u-00680,Employee 680,Marketing,GitHub,Standard,1800,6,3,2026-05-10,2025-03-22,1,True,12,active,21600,False
u-00681,Employee 681,Sales,Salesforce,Standard,12000,59,22,2026-05-21,2026-02-24,0,True,1,active,144000,False
u-00682,Employee 682,HR,Slack,Standard,700,53,25,2026-05-22,2025-05-23,0,True,0,active,8400,False
u-00682,Employee 682,HR,Zoom,Standard,1200,1,0,2026-04-09,2025-08-02,0,True,43,low,14400,True
u-00683,Employee 683,HR,HubSpot,Standard,4500,4,2,2026-05-17,2026-02-01,1,True,5,low,54000,True
u-00683,Employee 683,HR,Notion,Enterprise,2160,107,27,2026-05-20,2026-02-16,0,True,2,active,25920,False
u-00683,Employee 683,HR,GitHub,Premium,2880,76,28,2026-05-22,2025-11-11,0,True,0,active,34560,False
u-00683,Employee 683,HR,Figma,Standard,1300,0,0,,2024-04-16,1,False,999,unused,15600,True
u-00684,Employee 684,Legal,Zoom,Standard,1200,73,29,2026-05-19,2025-07-12,0,True,3,active,14400,False
u-00685,Employee 685,Legal,GitHub,Premium,2880,3,1,2026-04-27,2025-01-05,0,True,25,low,34560,True
u-00685,Employee 685,Legal,Slack,Standard,700,31,19,2026-05-19,2024-02-24,0,True,3,active,8400,False
u-00685,Employee 685,Legal,Salesforce,Premium,19200,84,25,2026-05-21,2026-03-17,0,True,1,active,230400,False
u-00685,Employee 685,Legal,Zoom,Standard,1200,89,23,2026-05-20,2024-01-06,0,True,2,active,14400,False
u-00686,Employee 686,Marketing,HubSpot,Standard,4500,79,18,2026-05-20,2025-01-20,0,True,2,active,54000,False
u-00687,Employee 687,HR,Zoom,Standard,1200,101,23,2026-05-21,2023-12-30,0,True,1,active,14400,False
u-00688,Employee 688,Sales,Notion,Enterprise,2160,44,17,2026-05-21,2025-09-09,0,True,1,active,25920,False
u-00689,Employee 689,HR,Jira,Premium,2400,23,21,2026-05-21,2024-06-03,0,True,1,active,28800,False
u-00690,Employee 690,Marketing,Figma,Premium,2080,4,2,2026-05-08,2025-03-18,1,True,14,low,24960,True
u-00690,Employee 690,Marketing,HubSpot,Premium,7200,69,28,2026-05-20,2025-04-02,0,True,2,active,86400,False
u-00690,Employee 690,Marketing,Jira,Premium,2400,15,17,2026-05-22,2025-06-10,0,True,0,active,28800,False
u-00691,Employee 691,Operations,Slack,Enterprise,1680,75,10,2026-05-20,2024-11-06,0,True,2,active,20160,False
u-00691,Employee 691,Operations,Jira,Standard,1500,3,1,2026-04-27,2024-01-24,0,True,25,low,18000,True
u-00692,Employee 692,Engineering,Zoom,Standard,1200,39,24,2026-05-20,2023-12-31,0,True,2,active,14400,False
u-00692,Employee 692,Engineering,Slack,Standard,700,67,11,2026-05-21,2025-05-29,0,True,1,active,8400,False
u-00692,Employee 692,Engineering,Jira,Premium,2400,31,12,2026-05-22,2026-01-03,0,True,0,active,28800,False
u-00693,Employee 693,Operations,Jira,Premium,2400,54,21,2026-05-22,2025-04-16,0,True,0,active,28800,False
u-00693,Employee 693,Operations,Salesforce,Standard,12000,2,0,2026-05-12,2025-01-13,1,True,10,low,144000,True
u-00693,Employee 693,Operations,Zoom,Standard,1200,1,0,2026-04-09,2025-01-01,0,True,43,low,14400,True
u-00693,Employee 693,Operations,HubSpot,Premium,7200,34,14,2026-05-20,2025-10-01,0,True,2,active,86400,False
u-00694,Employee 694,Finance,HubSpot,Standard,4500,2,1,2026-04-27,2024-12-04,1,True,25,low,54000,True
u-00694,Employee 694,Finance,Figma,Standard,1300,2,0,2026-04-30,2025-11-06,0,True,22,low,15600,True
u-00694,Employee 694,Finance,Zoom,Standard,1200,81,29,2026-05-22,2024-12-16,0,True,0,active,14400,False
u-00694,Employee 694,Finance,Notion,Enterprise,2160,118,14,2026-05-20,2024-10-07,0,True,2,active,25920,False
u-00695,Employee 695,HR,Salesforce,Premium,19200,0,0,,2026-01-03,1,False,999,unused,230400,True
u-00696,Employee 696,HR,Notion,Premium,1440,43,28,2026-05-20,2026-03-13,0,True,2,active,17280,False
u-00696,Employee 696,HR,HubSpot,Standard,4500,71,12,2026-05-20,2025-05-04,0,True,2,active,54000,False
u-00696,Employee 696,HR,Slack,Standard,700,83,24,2026-05-21,2024-11-24,0,True,1,active,8400,False
u-00697,Employee 697,Sales,Slack,Premium,1120,28,22,2026-05-21,2024-05-06,0,True,1,active,13440,False
u-00697,Employee 697,Sales,Jira,Enterprise,3600,32,22,2026-05-19,2024-03-07,0,True,3,active,43200,False
u-00697,Employee 697,Sales,Zoom,Standard,1200,61,21,2026-05-19,2025-12-13,0,True,3,active,14400,False
u-00698,Employee 698,Marketing,Figma,Premium,2080,2,1,2026-05-08,2026-03-11,1,True,14,low,24960,True
u-00699,Employee 699,HR,Slack,Standard,700,78,20,2026-05-22,2024-07-14,0,True,0,active,8400,False
u-00699,Employee 699,HR,Notion,Premium,1440,116,14,2026-05-22,2025-03-06,0,True,0,active,17280,False
u-00700,Employee 700,HR,Notion,Standard,900,1,0,2026-05-12,2025-06-18,1,True,10,low,10800,True
u-00701,Employee 701,Finance,Jira,Premium,2400,1,1,2026-04-24,2025-10-05,1,True,28,low,28800,True
u-00701,Employee 701,Finance,Slack,Standard,700,59,21,2026-05-19,2024-03-23,0,True,3,active,8400,False
u-00702,Employee 702,Legal,Zoom,Premium,1920,1,0,2026-03-29,2024-08-08,0,True,54,low,23040,True
u-00703,Employee 703,Legal,Notion,Premium,1440,74,27,2026-05-19,2025-11-15,0,True,3,active,17280,False
u-00703,Employee 703,Legal,Jira,Standard,1500,2,1,2026-04-24,2024-05-04,0,True,28,low,18000,True
u-00703,Employee 703,Legal,HubSpot,Enterprise,10800,2,1,2026-05-06,2025-04-15,1,True,16,low,129600,True
u-00704,Employee 704,Legal,Jira,Standard,1500,48,28,2026-05-21,2024-07-01,0,True,1,active,18000,False
u-00704,Employee 704,Legal,Figma,Standard,1300,32,20,2026-05-20,2026-03-17,0,True,2,active,15600,False
u-00705,Employee 705,Finance,Slack,Standard,700,0,1,,2024-01-29,0,False,999,unused,8400,True
u-00705,Employee 705,Finance,GitHub,Standard,1800,1,1,2026-04-29,2025-01-18,1,True,23,low,21600,True
u-00705,Employee 705,Finance,Jira,Standard,1500,0,0,,2026-01-17,1,False,999,unused,18000,True
u-00706,Employee 706,Operations,Slack,Standard,700,26,11,2026-05-19,2025-06-02,0,True,3,active,8400,False
u-00706,Employee 706,Operations,GitHub,Premium,2880,41,14,2026-05-21,2024-06-16,0,True,1,active,34560,False
u-00707,Employee 707,Engineering,Salesforce,Premium,19200,18,21,2026-05-22,2024-04-29,0,True,0,active,230400,False
u-00707,Employee 707,Engineering,Figma,Premium,2080,0,1,,2024-10-26,0,False,999,unused,24960,True
u-00708,Employee 708,Finance,Zoom,Enterprise,2880,2,1,2026-04-24,2026-02-17,1,True,28,low,34560,True
u-00709,Employee 709,Marketing,Notion,Standard,900,3,1,2026-03-24,2024-10-20,0,True,59,low,10800,True
u-00710,Employee 710,Legal,Slack,Enterprise,1680,1,1,2026-05-07,2025-04-30,1,True,15,low,20160,True
u-00710,Employee 710,Legal,Notion,Premium,1440,112,11,2026-05-19,2025-01-02,0,True,3,active,17280,False
u-00711,Employee 711,Finance,HubSpot,Standard,4500,116,11,2026-05-21,2025-03-22,0,True,1,active,54000,False
u-00712,Employee 712,Engineering,HubSpot,Enterprise,10800,0,0,,2024-07-30,1,False,999,unused,129600,True
u-00713,Employee 713,Sales,HubSpot,Standard,4500,57,14,2026-05-19,2025-05-22,0,True,3,active,54000,False
u-00713,Employee 713,Sales,Slack,Standard,700,107,12,2026-05-22,2025-06-26,0,True,0,active,8400,False
u-00714,Employee 714,Design,HubSpot,Standard,4500,107,20,2026-05-22,2025-08-30,0,True,0,active,54000,False
u-00715,Employee 715,Sales,HubSpot,Standard,4500,29,10,2026-05-21,2026-04-01,0,True,1,active,54000,False
u-00716,Employee 716,HR,Salesforce,Enterprise,28800,1,0,2026-05-05,2025-05-16,1,True,17,low,345600,True
u-00717,Employee 717,Design,GitHub,Premium,2880,2,0,2026-04-25,2024-06-17,1,True,27,low,34560,True
u-00717,Employee 717,Design,Figma,Premium,2080,39,24,2026-05-21,2026-04-07,0,True,1,active,24960,False
u-00717,Employee 717,Design,Salesforce,Enterprise,28800,28,23,2026-05-22,2023-12-14,0,True,0,active,345600,False
u-00717,Employee 717,Design,Slack,Standard,700,115,13,2026-05-19,2025-06-05,0,True,3,active,8400,False
u-00718,Employee 718,Engineering,Salesforce,Standard,12000,47,29,2026-05-19,2025-10-17,0,True,3,active,144000,False
u-00718,Employee 718,Engineering,Jira,Premium,2400,55,29,2026-05-20,2024-06-25,0,True,2,active,28800,False
u-00719,Employee 719,Operations,Slack,Premium,1120,57,20,2026-05-20,2025-03-12,0,True,2,active,13440,False
u-00720,Employee 720,Sales,Slack,Standard,700,56,14,2026-05-22,2024-05-22,0,True,0,active,8400,False
u-00720,Employee 720,Sales,Jira,Enterprise,3600,23,22,2026-05-22,2024-12-07,0,True,0,active,43200,False
u-00720,Employee 720,Sales,Salesforce,Premium,19200,38,14,2026-05-22,2023-12-08,0,True,0,active,230400,False
u-00720,Employee 720,Sales,Zoom,Premium,1920,103,24,2026-05-20,2024-11-05,0,True,2,active,23040,False
u-00721,Employee 721,Design,Zoom,Standard,1200,76,12,2026-05-19,2024-01-02,0,True,3,active,14400,False
u-00721,Employee 721,Design,Figma,Premium,2080,89,28,2026-05-19,2024-03-11,0,True,3,active,24960,False
u-00722,Employee 722,Marketing,Figma,Premium,2080,3,1,2026-04-20,2025-05-08,0,True,32,low,24960,True
u-00722,Employee 722,Marketing,Zoom,Standard,1200,75,19,2026-05-20,2025-07-24,0,True,2,active,14400,False
u-00723,Employee 723,Design,HubSpot,Standard,4500,3,1,2026-04-15,2023-12-28,0,True,37,low,54000,True
u-00723,Employee 723,Design,Figma,Enterprise,3120,36,27,2026-05-21,2026-04-02,0,True,1,active,37440,False
u-00723,Employee 723,Design,Jira,Standard,1500,75,20,2026-05-20,2023-12-13,0,True,2,active,18000,False
u-00724,Employee 724,Design,Slack,Enterprise,1680,57,19,2026-05-20,2024-11-16,0,True,2,active,20160,False
u-00725,Employee 725,Marketing,Notion,Premium,1440,79,18,2026-05-22,2024-04-20,0,True,0,active,17280,False
u-00726,Employee 726,Engineering,Zoom,Premium,1920,75,14,2026-05-19,2025-05-28,0,True,3,active,23040,False
u-00727,Employee 727,Design,Zoom,Standard,1200,73,11,2026-05-21,2026-01-14,0,True,1,active,14400,False
u-00727,Employee 727,Design,Notion,Premium,1440,40,20,2026-05-19,2024-07-06,0,True,3,active,17280,False
u-00728,Employee 728,Finance,Salesforce,Enterprise,28800,2,1,2026-05-07,2026-04-19,1,True,15,low,345600,True
u-00728,Employee 728,Finance,Figma,Premium,2080,2,0,2026-04-30,2024-11-01,1,True,22,low,24960,True
u-00729,Employee 729,Sales,GitHub,Enterprise,4320,1,1,2026-04-27,2024-11-13,1,True,25,low,51840,True
u-00729,Employee 729,Sales,Jira,Standard,1500,84,20,2026-05-21,2024-07-27,0,True,1,active,18000,False
u-00729,Employee 729,Sales,Notion,Standard,900,44,24,2026-05-20,2024-04-04,0,True,2,active,10800,False
u-00730,Employee 730,Design,Figma,Enterprise,3120,47,17,2026-05-22,2025-11-28,0,True,0,active,37440,False
u-00730,Employee 730,Design,HubSpot,Standard,4500,2,0,2026-04-25,2025-04-02,1,True,27,low,54000,True
u-00731,Employee 731,Finance,Jira,Premium,2400,0,0,,2023-12-30,1,False,999,unused,28800,True
u-00731,Employee 731,Finance,HubSpot,Standard,4500,1,0,2026-04-25,2024-08-21,1,True,27,low,54000,True
u-00732,Employee 732,Operations,Zoom,Standard,1200,3,1,2026-03-25,2025-06-29,0,True,58,low,14400,True
u-00732,Employee 732,Operations,HubSpot,Standard,4500,34,28,2026-05-21,2025-07-19,0,True,1,active,54000,False
u-00733,Employee 733,Finance,Slack,Enterprise,1680,63,12,2026-05-19,2025-08-10,0,True,3,active,20160,False
u-00733,Employee 733,Finance,Salesforce,Enterprise,28800,38,18,2026-05-19,2025-12-01,0,True,3,active,345600,False
u-00734,Employee 734,Design,Salesforce,Enterprise,28800,113,16,2026-05-19,2025-03-27,0,True,3,active,345600,False
u-00734,Employee 734,Design,Slack,Enterprise,1680,82,10,2026-05-20,2024-10-23,0,True,2,active,20160,False
u-00734,Employee 734,Design,Figma,Premium,2080,25,21,2026-05-20,2026-01-30,0,True,2,active,24960,False
u-00734,Employee 734,Design,HubSpot,Standard,4500,1,0,2026-04-30,2025-12-02,1,True,22,low,54000,True
u-00735,Employee 735,Engineering,Salesforce,Enterprise,28800,0,0,,2025-09-21,1,False,999,unused,345600,True
u-00735,Employee 735,Engineering,Jira,Standard,1500,0,0,,2024-08-13,1,False,999,unused,18000,True
u-00736,Employee 736,Sales,Jira,Standard,1500,2,1,2026-05-10,2026-03-23,1,True,12,low,18000,True
u-00736,Employee 736,Sales,Notion,Enterprise,2160,58,18,2026-05-19,2025-01-16,0,True,3,active,25920,False
u-00737,Employee 737,Sales,Figma,Enterprise,3120,50,21,2026-05-19,2025-01-15,0,True,3,active,37440,False
u-00737,Employee 737,Sales,Jira,Enterprise,3600,0,0,,2025-03-28,1,False,999,unused,43200,True
u-00737,Employee 737,Sales,Slack,Standard,700,100,10,2026-05-20,2026-03-23,0,True,2,active,8400,False
u-00738,Employee 738,Finance,Salesforce,Premium,19200,82,19,2026-05-22,2024-06-27,0,True,0,active,230400,False
u-00739,Employee 739,Marketing,GitHub,Premium,2880,1,0,2026-05-02,2025-10-01,1,True,20,low,34560,True
u-00739,Employee 739,Marketing,Slack,Standard,700,40,20,2026-05-22,2025-07-30,0,True,0,active,8400,False
u-00739,Employee 739,Marketing,Notion,Premium,1440,90,17,2026-05-22,2025-01-18,0,True,0,active,17280,False
u-00740,Employee 740,Operations,Notion,Standard,900,24,22,2026-05-20,2025-08-14,0,True,2,active,10800,False
u-00741,Employee 741,Finance,GitHub,Standard,1800,103,25,2026-05-19,2025-10-28,0,True,3,active,21600,False
u-00741,Employee 741,Finance,Slack,Standard,700,106,28,2026-05-22,2024-05-19,0,True,0,active,8400,False
u-00742,Employee 742,Finance,Figma,Enterprise,3120,2,1,2026-05-07,2024-05-29,1,True,15,low,37440,True
u-00743,Employee 743,HR,GitHub,Standard,1800,76,15,2026-05-20,2024-01-09,0,True,2,active,21600,False
u-00744,Employee 744,Sales,Zoom,Standard,1200,73,21,2026-05-20,2024-11-30,0,True,2,active,14400,False
u-00744,Employee 744,Sales,Notion,Premium,1440,76,18,2026-05-22,2024-07-26,0,True,0,active,17280,False
u-00744,Employee 744,Sales,Figma,Enterprise,3120,71,27,2026-05-20,2024-11-18,0,True,2,active,37440,False
u-00745,Employee 745,Design,HubSpot,Standard,4500,0,0,,2025-09-22,1,False,999,unused,54000,True
u-00746,Employee 746,Sales,Notion,Standard,900,19,14,2026-05-20,2025-06-03,0,True,2,active,10800,False
u-00747,Employee 747,Design,Notion,Enterprise,2160,0,1,,2025-02-07,0,False,999,unused,25920,True
u-00747,Employee 747,Design,HubSpot,Standard,4500,100,22,2026-05-20,2025-01-28,0,True,2,active,54000,False
u-00748,Employee 748,Design,Figma,Standard,1300,23,21,2026-05-19,2025-03-11,0,True,3,active,15600,False
u-00748,Employee 748,Design,Slack,Premium,1120,43,26,2026-05-22,2024-04-17,0,True,0,active,13440,False
u-00749,Employee 749,HR,Figma,Standard,1300,0,0,,2024-01-26,1,False,999,unused,15600,True
u-00749,Employee 749,HR,Slack,Standard,700,1,1,2026-04-17,2025-11-02,0,True,35,low,8400,True
u-00750,Employee 750,Legal,Jira,Standard,1500,33,24,2026-05-20,2025-12-08,0,True,2,active,18000,False
u-00750,Employee 750,Legal,Figma,Premium,2080,1,1,2026-05-09,2025-08-05,1,True,13,low,24960,True
u-00751,Employee 751,Finance,GitHub,Standard,1800,101,17,2026-05-22,2026-02-01,0,True,0,active,21600,False
u-00752,Employee 752,Marketing,HubSpot,Standard,4500,73,27,2026-05-19,2024-06-12,0,True,3,active,54000,False
u-00753,Employee 753,Sales,Figma,Standard,1300,2,1,2026-04-26,2024-04-03,1,True,26,low,15600,True
u-00753,Employee 753,Sales,Jira,Premium,2400,72,16,2026-05-19,2024-08-20,0,True,3,active,28800,False
u-00754,Employee 754,Marketing,Figma,Standard,1300,35,13,2026-05-22,2024-01-05,0,True,0,active,15600,False
u-00754,Employee 754,Marketing,Slack,Enterprise,1680,20,19,2026-05-19,2024-09-22,0,True,3,active,20160,False
u-00754,Employee 754,Marketing,Zoom,Standard,1200,53,17,2026-05-22,2024-07-07,0,True,0,active,14400,False
u-00755,Employee 755,Finance,Notion,Standard,900,51,20,2026-05-20,2025-04-16,0,True,2,active,10800,False
u-00756,Employee 756,Engineering,HubSpot,Standard,4500,53,25,2026-05-22,2025-04-17,0,True,0,active,54000,False
u-00757,Employee 757,Operations,Slack,Premium,1120,38,17,2026-05-21,2026-03-04,0,True,1,active,13440,False
u-00758,Employee 758,Finance,Salesforce,Premium,19200,83,17,2026-05-22,2025-09-02,0,True,0,active,230400,False
u-00758,Employee 758,Finance,Zoom,Standard,1200,29,24,2026-05-21,2025-01-07,0,True,1,active,14400,False
u-00758,Employee 758,Finance,Jira,Standard,1500,57,23,2026-05-20,2024-03-27,0,True,2,active,18000,False
u-00759,Employee 759,Sales,Slack,Standard,700,1,0,2026-04-23,2025-08-19,1,True,29,low,8400,True
u-00760,Employee 760,Finance,Jira,Standard,1500,20,29,2026-05-20,2024-06-13,0,True,2,active,18000,False
u-00761,Employee 761,Legal,Jira,Standard,1500,22,18,2026-05-22,2025-06-07,0,True,0,active,18000,False
u-00761,Employee 761,Legal,Figma,Premium,2080,2,1,2026-05-02,2024-04-25,1,True,20,low,24960,True
u-00762,Employee 762,Operations,GitHub,Standard,1800,2,1,2026-04-26,2026-02-28,1,True,26,low,21600,True
u-00762,Employee 762,Operations,Salesforce,Premium,19200,36,29,2026-05-21,2025-09-09,0,True,1,active,230400,False
u-00763,Employee 763,Finance,Jira,Enterprise,3600,48,23,2026-05-22,2025-04-26,0,True,0,active,43200,False
u-00763,Employee 763,Finance,Notion,Premium,1440,4,4,2026-05-18,2024-09-23,1,True,4,active,17280,False
u-00763,Employee 763,Finance,Salesforce,Standard,12000,1,0,2026-04-26,2024-08-28,1,True,26,low,144000,True
u-00764,Employee 764,Legal,Jira,Standard,1500,43,29,2026-05-20,2025-11-09,0,True,2,active,18000,False
u-00764,Employee 764,Legal,Notion,Enterprise,2160,1,1,2026-05-07,2025-07-22,1,True,15,low,25920,True
u-00764,Employee 764,Legal,GitHub,Enterprise,4320,109,27,2026-05-20,2024-10-20,0,True,2,active,51840,False
u-00764,Employee 764,Legal,Slack,Premium,1120,72,11,2026-05-22,2025-07-05,0,True,0,active,13440,False
u-00765,Employee 765,Design,Jira,Standard,1500,102,28,2026-05-21,2025-03-31,0,True,1,active,18000,False
u-00765,Employee 765,Design,GitHub,Standard,1800,38,22,2026-05-19,2025-08-27,0,True,3,active,21600,False
u-00766,Employee 766,Operations,GitHub,Standard,1800,2,1,2026-05-09,2023-12-11,1,True,13,low,21600,True
u-00767,Employee 767,Design,HubSpot,Standard,4500,0,0,,2023-12-24,1,False,999,unused,54000,True
u-00768,Employee 768,Operations,GitHub,Premium,2880,1,1,2026-03-24,2026-04-01,0,True,59,low,34560,True
u-00768,Employee 768,Operations,Zoom,Standard,1200,81,29,2026-05-21,2024-02-24,0,True,1,active,14400,False
u-00769,Employee 769,Operations,HubSpot,Standard,4500,0,0,,2024-09-22,1,False,999,unused,54000,True
u-00769,Employee 769,Operations,Jira,Enterprise,3600,116,20,2026-05-20,2026-01-10,0,True,2,active,43200,False
u-00770,Employee 770,Engineering,HubSpot,Premium,7200,1,0,2026-04-26,2024-03-10,1,True,26,low,86400,True
u-00771,Employee 771,Operations,Jira,Enterprise,3600,86,15,2026-05-20,2024-04-17,0,True,2,active,43200,False
u-00771,Employee 771,Operations,Zoom,Premium,1920,96,22,2026-05-20,2025-03-29,0,True,2,active,23040,False
u-00772,Employee 772,Operations,Figma,Enterprise,3120,15,23,2026-05-22,2025-04-15,0,True,0,active,37440,False
u-00773,Employee 773,Sales,Jira,Premium,2400,2,0,2026-05-10,2026-03-31,1,True,12,low,28800,True
u-00773,Employee 773,Sales,Notion,Standard,900,38,25,2026-05-20,2025-08-16,0,True,2,active,10800,False
u-00773,Employee 773,Sales,Slack,Premium,1120,87,28,2026-05-21,2025-09-25,0,True,1,active,13440,False
u-00774,Employee 774,Sales,GitHub,Standard,1800,4,4,2026-05-19,2024-12-18,1,True,3,active,21600,False
u-00774,Employee 774,Sales,HubSpot,Standard,4500,73,12,2026-05-22,2025-03-05,0,True,0,active,54000,False
u-00775,Employee 775,Design,GitHub,Enterprise,4320,0,0,,2024-12-10,1,False,999,unused,51840,True
u-00776,Employee 776,Marketing,Jira,Enterprise,3600,2,0,2026-05-09,2026-03-25,1,True,13,low,43200,True
u-00776,Employee 776,Marketing,Zoom,Standard,1200,3,0,2026-04-07,2024-04-22,0,True,45,low,14400,True
u-00777,Employee 777,Finance,Figma,Standard,1300,35,25,2026-05-20,2025-04-13,0,True,2,active,15600,False
u-00777,Employee 777,Finance,GitHub,Standard,1800,2,0,2026-05-02,2024-10-07,1,True,20,low,21600,True
u-00778,Employee 778,Finance,HubSpot,Enterprise,10800,116,10,2026-05-20,2026-03-31,0,True,2,active,129600,False
u-00778,Employee 778,Finance,GitHub,Standard,1800,1,0,2026-05-02,2024-04-14,1,True,20,low,21600,True
u-00778,Employee 778,Finance,Notion,Standard,900,67,19,2026-05-22,2024-11-06,0,True,0,active,10800,False
u-00778,Employee 778,Finance,Zoom,Standard,1200,84,13,2026-05-21,2024-06-15,0,True,1,active,14400,False
u-00779,Employee 779,HR,HubSpot,Premium,7200,31,15,2026-05-19,2025-05-14,0,True,3,active,86400,False
u-00779,Employee 779,HR,Notion,Premium,1440,97,26,2026-05-22,2024-06-07,0,True,0,active,17280,False
u-00780,Employee 780,Legal,HubSpot,Enterprise,10800,85,27,2026-05-21,2026-03-14,0,True,1,active,129600,False
u-00780,Employee 780,Legal,Slack,Premium,1120,1,1,2026-05-07,2026-04-01,1,True,15,low,13440,True
u-00780,Employee 780,Legal,Notion,Standard,900,72,24,2026-05-20,2025-07-21,0,True,2,active,10800,False
u-00781,Employee 781,Operations,Zoom,Standard,1200,0,0,,2025-06-02,0,False,999,unused,14400,True
u-00782,Employee 782,Marketing,HubSpot,Standard,4500,105,13,2026-05-20,2024-01-31,0,True,2,active,54000,False
u-00783,Employee 783,Marketing,Salesforce,Standard,12000,32,29,2026-05-22,2025-05-21,0,True,0,active,144000,False
u-00784,Employee 784,Sales,Slack,Standard,700,18,15,2026-05-19,2024-06-07,0,True,3,active,8400,False
u-00784,Employee 784,Sales,Figma,Standard,1300,69,23,2026-05-21,2025-01-12,0,True,1,active,15600,False
u-00785,Employee 785,Sales,Salesforce,Premium,19200,2,1,2026-04-07,2025-08-18,0,True,45,low,230400,True
u-00786,Employee 786,Design,Zoom,Standard,1200,27,23,2026-05-19,2025-09-26,0,True,3,active,14400,False
u-00787,Employee 787,Finance,Slack,Standard,700,16,21,2026-05-20,2024-08-25,0,True,2,active,8400,False
u-00788,Employee 788,Marketing,Salesforce,Premium,19200,74,19,2026-05-19,2025-12-14,0,True,3,active,230400,False
u-00788,Employee 788,Marketing,Slack,Standard,700,32,18,2026-05-22,2025-05-16,0,True,0,active,8400,False
u-00789,Employee 789,Legal,Notion,Standard,900,3,4,2026-05-20,2025-07-05,1,True,2,active,10800,False
u-00789,Employee 789,Legal,Salesforce,Enterprise,28800,31,23,2026-05-22,2024-08-09,0,True,0,active,345600,False
u-00789,Employee 789,Legal,GitHub,Enterprise,4320,85,16,2026-05-21,2024-01-11,0,True,1,active,51840,False
u-00789,Employee 789,Legal,HubSpot,Premium,7200,61,14,2026-05-20,2024-08-20,0,True,2,active,86400,False
u-00790,Employee 790,Legal,HubSpot,Premium,7200,95,10,2026-05-19,2025-12-31,0,True,3,active,86400,False
u-00790,Employee 790,Legal,Salesforce,Enterprise,28800,1,0,2026-05-12,2024-09-18,1,True,10,low,345600,True
u-00791,Employee 791,Sales,Figma,Premium,2080,36,23,2026-05-19,2024-03-18,0,True,3,active,24960,False
u-00791,Employee 791,Sales,Salesforce,Standard,12000,24,23,2026-05-19,2024-09-23,0,True,3,active,144000,False
u-00791,Employee 791,Sales,HubSpot,Standard,4500,31,28,2026-05-20,2025-09-09,0,True,2,active,54000,False
u-00791,Employee 791,Sales,GitHub,Standard,1800,112,16,2026-05-21,2026-02-02,0,True,1,active,21600,False
u-00792,Employee 792,HR,GitHub,Premium,2880,2,0,2026-05-06,2025-01-25,1,True,16,low,34560,True
u-00792,Employee 792,HR,Salesforce,Standard,12000,5,3,2026-05-13,2025-03-07,1,True,9,active,144000,False
u-00792,Employee 792,HR,HubSpot,Enterprise,10800,59,17,2026-05-20,2025-08-10,0,True,2,active,129600,False
u-00793,Employee 793,Design,Zoom,Premium,1920,1,1,2026-04-28,2025-09-04,1,True,24,low,23040,True
u-00793,Employee 793,Design,Salesforce,Standard,12000,59,12,2026-05-20,2026-01-28,0,True,2,active,144000,False
u-00794,Employee 794,Engineering,Zoom,Standard,1200,70,28,2026-05-19,2026-02-04,0,True,3,active,14400,False
u-00794,Employee 794,Engineering,Slack,Standard,700,83,22,2026-05-19,2025-12-05,0,True,3,active,8400,False
u-00795,Employee 795,Finance,GitHub,Premium,2880,54,19,2026-05-20,2024-03-05,0,True,2,active,34560,False
u-00796,Employee 796,Operations,GitHub,Standard,1800,0,0,,2026-03-21,1,False,999,unused,21600,True
u-00797,Employee 797,Design,Slack,Standard,700,0,0,,2025-09-14,1,False,999,unused,8400,True
u-00797,Employee 797,Design,Zoom,Standard,1200,83,12,2026-05-21,2024-02-11,0,True,1,active,14400,False
u-00798,Employee 798,Design,HubSpot,Standard,4500,116,16,2026-05-19,2025-01-22,0,True,3,active,54000,False
u-00798,Employee 798,Design,GitHub,Standard,1800,1,1,2026-05-05,2025-09-13,1,True,17,low,21600,True
u-00798,Employee 798,Design,Slack,Premium,1120,15,26,2026-05-20,2024-03-13,0,True,2,active,13440,False
u-00799,Employee 799,Finance,GitHub,Enterprise,4320,2,1,2026-04-18,2025-09-15,0,True,34,low,51840,True
u-00800,Employee 800,Engineering,Salesforce,Standard,12000,54,22,2026-05-20,2024-07-16,0,True,2,active,144000,False
u-00800,Employee 800,Engineering,HubSpot,Standard,4500,1,0,2026-05-03,2025-10-04,1,True,19,low,54000,True
u-00801,Employee 801,Design,Figma,Standard,1300,2,0,2026-05-02,2025-03-19,1,True,20,low,15600,True
u-00801,Employee 801,Design,Jira,Enterprise,3600,1,0,2026-05-04,2024-11-22,1,True,18,low,43200,True
u-00801,Employee 801,Design,GitHub,Standard,1800,4,2,2026-05-13,2026-04-15,1,True,9,low,21600,True
u-00802,Employee 802,Legal,Salesforce,Premium,19200,65,26,2026-05-20,2024-06-10,0,True,2,active,230400,False
u-00803,Employee 803,Sales,Zoom,Premium,1920,74,18,2026-05-22,2026-04-18,0,True,0,active,23040,False
u-00804,Employee 804,Engineering,HubSpot,Standard,4500,21,15,2026-05-21,2024-10-24,0,True,1,active,54000,False
u-00805,Employee 805,Design,Notion,Standard,900,0,1,,2025-03-16,0,False,999,unused,10800,True
